1,2,3,4,5,6,7,8,9,10
,,,,,,,25.4,,
,,,,,,,,225.7,
,,,,,,33.2,,,
,,,,,,45.2,,,
,,,,,,,,101.9,
,,,,,,,,,218.4
,,,,,,,,,401.6
,,,,,,,,,57.5
,,,,,,,,,134.4
,,,,,,,134.3,,
,,,,31.8,,,,,
,,,,-26.1,,,,,
,,,104.2,,,,,,
,,,68.6,,,,,,
,,49.4,,,,,,,
,,,,,,128.4,,,
,,,,,,,,,211.9
,,,,,,,,,-63.9
,,,,,,,53.9,,
,,,,,18.9,,,,
,,,,,101.6,,,,
,,,,,,,,62.6,
,,,,29.9,,,,,
,,,,,,62.8,,,
,,,,,44,,,,
,,,,,,,8.8,,
,,,,,,,,119.5,
,,,,,,,260,,
,,,,,,,,208.4,
,,,,,152.8,,,,
,,,,,,,251.6,,
,,,,,,,,,244.7
,,,,,46.6,,,,
,,-7.3,,,,,,,
,,,,,,,,-83.9,
,,,,,,97.2,,,
,,,,30.5,,,,,
,,,,51.9,,,,,
,,,,,28.1,,,,
,,,,,,,,,7.5
,,,,,,,,90.1,
,,,26.3,,,,,,
,,,,,,,,156.7,
,,,,,,,,70.1,
,,,,,,,,,127.3
,,,,,,,,,-70.8
,,,,,,,,281.4,
,,,,,,,,96.2,
,,,,,,,97.3,,
,,,,,,194.3,,,
,,,,,48.1,,,,
,,,,,,,,,312.7
,,,,,,,,79,
,,,,,,152.6,,,
,,,,40.4,,,,,
,,,,,,,,,129.2
,,,,,,,,109.6,
,,,,,,,230.3,,
,,,,,,,,,181.5
,,-1.5,,,,,,,
,,,,,,-46.1,,,
,,,,,,,,,91.1
,,,,,176.8,,,,
,5.1,,,,,,,,
,,,,,54.8,,,,
,,,,,,,,,136.8
,,,,,,,,253.8,
,,201.2,,,,,,,
,,,,,,,-20.1,,
,,,,,,,71.2,,
,,,,,,,155.9,,
,,,,,,,,188.3,
,,48,,,,,,,
,,,,,,,,218.4,
,,,,,,,,46.8,
,,,,,,139.8,,,
,,,,,210.3,,,,
,,,,,,,,241.8,
,,,,,,132.1,,,
,,,,,,,89.4,,
,,,,,111.7,,,,
,,,,,,,,,156.8
,,,,,,,,,169.1
,,,,169.4,,,,,
,,14.6,,,,,,,
,,,,,,,151,,
,,,,,,242.8,,,
,38.9,,,,,,,,
,,,,,48.7,,,,
,,,,,,,,199.3,
,,43.4,,,,,,,
,,,,,,,65.3,,
,,,,,,,57.6,,
,,,,,,,,130.1,
,,,18.3,,,,,,
,,,,,,,205.1,,
,,,,,,86.4,,,
,,,,-0.3,,,,,
,,,,,,,,,91.4
,,,,,51.2,,,,
,,,,,40.7,,,,
,,,,,32.7,,,,
,,,,,,,,,120.8
20.2,,,,,,,,,
,,,,,,,,,161.5
,,,,,,,,33.4,
,34.2,,,,,,,,
,,,,,,,,126.8,
,,,14.2,,,,,,
,,,,,,,,,314.1
,,,,,168.2,,,,
,,,28.5,,,,,,
,,,,,,,,,155.6
,,,,,,,,,186.9
,,,,,,,,239.4,
,,,,,,,,150.4,
,,,,88.6,,,,,
,,,,,,91,,,
,,,,,,,237.9,,
,,,,,,,160.3,,
,,,,,,,,,183.2
,,,,,,,,,380.8
,,,,,,,,,246.3
,,,,,,,-98.9,,
,,,,,,,,,167
,,,,,,,,,12.3
,,,,,,,,-23,
,,,,,,,49.9,,
,,,,52,,,,,
,,,,,,,116.8,,
,,,,,,,80.5,,
,,,,,,57.8,,,
,,23.7,,,,,,,
,,,,,,,186.9,,
,,,,,,,,185,
,,35.4,,,,,,,
,,,,,98.8,,,,
,,,,,,,,70.9,
,,,,,,,,,79.3
,,,32.8,,,,,,
,,57.3,,,,,,,
,,,14.4,,,,,,
,,,,,,73.9,,,
,21.7,,,,,,,,
,,,,,,,-78.7,,
,,,22.4,,,,,,
,,,,,,,,-75.8,
,,,,37.4,,,,,
3.5,,,,,,,,,
,,,,,,,52.8,,
,,,,28.9,,,,,
,,,,,,,78.2,,
,,,,,,,,231.4,
,,,,,,,,118.9,
,,,,,,,133.4,,
,,,,,,,,,115.5
,,35.1,,,,,,,
,,,,,,,,,214.6
,,,,,,,,,76.5
,,25,,,,,,,
,,,83.4,,,,,,
,,,,,,,,,265.3
,,,-1.3,,,,,,
,,,,,,,,119.4,
,,,,87.3,,,,,
,,,91,,,,,,
,,,,,139.9,,,,
,,,,,,,,,65.3
,,,,,,256.8,,,
,,,,,80.5,,,,
,,,,,,,300.3,,
,,,,,,,190.5,,
,,,,,,,-0.6,,
,,,,,213.1,,,,
,,,,,,,,,158.7
,,,,,,,,219,
,,,3.9,,,,,,
,,,,,21.4,,,,
,,,,,,54.8,,,
,,,,115.2,,,,,
,,,,,,,91.4,,
,,,,,,56.4,,,
1.6,,,,,,,,,
,,,241.3,,,,,,
,,,,,,,,,156.8
,83.9,,,,,,,,
28.8,,,,,,,,,
,17.5,,,,,,,,
,8.8,,,,,,,,
,,,,67,,,,,
,,,,,,,140.6,,
,,,,,,,272.6,,
,,,,,,133,,,
,,,,-24.7,,,,,
,,,,,,,129,,
,,,,,,,,,164.8
,,,,,,,,189.4,
,,,,,-72.7,,,,
,,,,,,,,149.2,
,,,,,,,,41.4,
,,,,13.8,,,,,
,-52.7,,,,,,,,
,,,,,,,,167.3,
,,,,,,57.3,,,
,,,,,,,,155.2,
,,,,,,,,,272.8
,,,25.1,,,,,,
,,,,36.8,,,,,
,,,,,,,89.8,,
,,,,,,,78.2,,
,,,,,,68.5,,,
,,,,,,323.7,,,
,,,,,,,,163,
,,,,,,,115,,
,,,,,29.7,,,,
,,,,109.4,,,,,
,,,,,,235,,,
,,,,,,,1.4,,
,,,246.2,,,,,,
,,,33.6,,,,,,
,,,,,,,,85,
,,,,,,,,54.8,
,,,,,,,,114.8,
,,,,,,152.8,,,
,,,149.8,,,,,,
,,,,,,,195.5,,
,,,,,107,,,,
,,,,88.7,,,,,
,,,,,,,,,229.3
,,139.3,,,,,,,
-40.4,,,,,,,,,
,,,,,138.7,,,,
,,,,,,,,,289.7
,,,,,,,,201.5,
,,,,,189,,,,
,,52.3,,,,,,,
,,,,,39.4,,,,
,,,,,,,,123.7,
,,,,,,,146.7,,
,,,,,,,,181.3,
,17.9,,,,,,,,
7.5,,,,,,,,,
,,,,,125.1,,,,
-31.1,,,,,,,,,
,,25.8,,,,,,,
,36.8,,,,,,,,
,,,,-19.7,,,,,
,,,30.4,,,,,,
,21,,,,,,,,
,,,,164.9,,,,,
,,,,199.7,,,,,
,,,,,68.2,,,,
,,,16.4,,,,,,
,85.7,,,,,,,,
-2,,,,,,,,,
,,,,,,,,148.3,
,,,,,144.2,,,,
,,,,,,,100.9,,
,,,,,,61.3,,,
,,47.4,,,,,,,
,,,,,,,,120.9,
,,,,,,,111.2,,
,2.1,,,,,,,,
,,,,,73.4,,,,
,,,-17,,,,,,
-1.9,,,,,,,,,
,,,,83.6,,,,,
,,,,,,,150,,
,,,,,-50.2,,,,
,,,138.5,,,,,,
,,,,38.3,,,,,
,,,,71,,,,,
,,,,,,,,,122.4
,,,,,,,138.3,,
,,,,,,,,,207.4
-2,,,,,,,,,
,,,,,,128.3,,,
,,81.2,,,,,,,
,,,,,,,,,185.8
,,,,,,,,,-61.5
,,,,,,,139.3,,
,,,,,,,,208.8,
,-13.5,,,,,,,,
,,,,,,,,81.7,
,,,,,,,,,408.4
,,,40.7,,,,,,
,,42.3,,,,,,,
,,,,,,,,,454.2
,,,,60.3,,,,,
,,,146.7,,,,,,
,79.5,,,,,,,,
,,-87.3,,,,,,,
,,,,,,,,167,
,27.3,,,,,,,,
,,,,,132.8,,,,
,,,,,,,,1.8,
,,,132.2,,,,,,
,,,,,,,,152.8,
,,144.5,,,,,,,
,,,,133.7,,,,,
,,,,48.4,,,,,
,,,,,292.7,,,,
,,,,,202.1,,,,
,,,,,,,,,94.1
,,,,,178.9,,,,
,,,48,,,,,,
,,,,,38.1,,,,
,,-50.7,,,,,,,
,,,,,41.6,,,,
,,,66.1,,,,,,
,,,,,-285.8,,,,
,,,69,,,,,,
,,,,,,,,,144.2
,,,,,,,15.8,,
,,31.9,,,,,,,
,,,,,,,,,145.2
,,,,,,,,212.5,
,,,,,,,,,255
,,,,,,,254.3,,
,,,,58.8,,,,,
,,,,,,135.1,,,
,,,,,,,,108.6,
,,,,,,,,112,
,,,,,,,,,190.2
,,,27.3,,,,,,
,,132.9,,,,,,,
,,,,,,,177.6,,
,,66.4,,,,,,,
,,,,,,95.2,,,
,,,,,,,,,342.6
,,,,,,,,156.5,
,,,,,,45.2,,,
20.4,,,,,,,,,
,,,,,269.2,,,,
,,,,,,,,184.7,
,,,90,,,,,,
,,,,,336.5,,,,
,70.4,,,,,,,,
10.8,,,,,,,,,
,,,,,,122.7,,,
,,,,,142.8,,,,
,,,,,,,,,137
,,-38,,,,,,,
,,,40.5,,,,,,
79.8,,,,,,,,,
,,,,,,,157.3,,
,,,,,,,,,122.1
,,38.3,,,,,,,
,,,,,,,,,273.9
,,,,,,,,,242.3
,,,,,,,,73.4,
27.4,,,,,,,,,
,,,141.4,,,,,,
,,,,,,,207,,
,,,,,,,196.4,,
,64.2,,,,,,,,
,,,,103.8,,,,,
,,,,,,,,120.7,
,,,,,,,,,295.2
,,,,,,,,130.7,
,,,,159.1,,,,,
,,,,,33.6,,,,
,,24.7,,,,,,,
,31.5,,,,,,,,
32.7,,,,,,,,,
,,,,148.2,,,,,
,,,,,,,114,,
,,,,,55.8,,,,
,,,,66.2,,,,,
,,,93.3,,,,,,
,,,,,,112,,,
,,,,,,,130.9,,
,,,,,,,-22,,
,,,78.8,,,,,,
,,,,,,,,179.3,
,,,,,,155.2,,,
,,34,,,,,,,
,49,,,,,,,,
,,,,,,,101.7,,
,,,,,,,,218.5,
,,75.4,,,,,,,
,,,145.4,,,,,,
,,,,,,-16.9,,,
,,,,,,,,215.9,
,,,,,,,234,,
,,36.9,,,,,,,
,,,50.7,,,,,,
,-56.9,,,,,,,,
,,,,,,,60.6,,
,,,67.1,,,,,,
,73.9,,,,,,,,
,,,,,,120.1,,,
,,,,,,,,245.5,
,,,,,,150.3,,,
,,,,18.9,,,,,
,4.6,,,,,,,,
,,,,,,,162.9,,
,,,,,,140.7,,,
0.3,,,,,,,,,
,67.5,,,,,,,,
,,,,,,,,468,
-2,,,,,,,,,
,,,,-11.5,,,,,
,,,89.7,,,,,,
,,,,,,29.8,,,
,,,,123.1,,,,,
,,,,188.6,,,,,
,,,,,,149.6,,,
,,,,,,250.9,,,
,,,,,54.2,,,,
,,,,34.9,,,,,
,,,,,,,172.7,,
,,,,,96.5,,,,
,,,,116.8,,,,,
,,,169.7,,,,,,
,,,,,,,,272.7,
,,,,,,129,,,
,,,49.1,,,,,,
84.6,,,,,,,,,
,,,,,,,108.5,,
,,,,,,,,92.4,
,,,,,,,191.4,,
,,,,,,,193.8,,
,56.7,,,,,,,,
,,,,,,,228.6,,
,,,,,147.8,,,,
,,68.3,,,,,,,
,,,,,,,,108.3,
,,,,,51.3,,,,
,,,,,,107.1,,,
-13.7,,,,,,,,,
,,,,,,,,429,
,,,,,,,58.4,,
,,,41.2,,,,,,
,,,,,,,,,-26
,,,,178.9,,,,,
,,,,,100,,,,
,,,,,,,,,57.7
,0.8,,,,,,,,
,165.2,,,,,,,,
,,,,,,96.8,,,
,,,,,258.7,,,,
,,,,,,136.2,,,
,,,-115.3,,,,,,
,,,,,,,,82.5,
,,,,,,,,92.6,
,,,39.6,,,,,,
,,,,,,174.9,,,
,,41.7,,,,,,,
,-160.8,,,,,,,,
,,,,,,265.7,,,
9.3,,,,,,,,,
,,,,,,,,,172.4
,,,,,,42.4,,,
,,,,,,,,150.2,
,,,,,183.5,,,,
,,,,,,,101.1,,
,,,,,,,270.7,,
,139.7,,,,,,,,
,,,,,,,186.6,,
,,,15.7,,,,,,
,,,,,81.4,,,,
,,,,,,,239.5,,
,,63.2,,,,,,,
,,,,61.2,,,,,
,,,-63.2,,,,,,
78.5,,,,,,,,,
,,,,,,109.8,,,
,34,,,,,,,,
,,,,,,,,,106.4
,,,,,,,,112.7,
,,,,,,,,182.8,
,,,,,,,-74.2,,
,,,,,,,,311.2,
,27.4,,,,,,,,
,,,,,77.1,,,,
,,,,22.8,,,,,
,,,,,,,111.5,,
,,,,143.1,,,,,
,75.2,,,,,,,,
,,,,96.5,,,,,
,,29.8,,,,,,,
,,,,,,,256,,
,,,,,,148,,,
,,,,,131.6,,,,
,,,,262.9,,,,,
,,,,,102.8,,,,
17.3,,,,,,,,,
,,,,112.5,,,,,
,,,,,108.8,,,,
,,,125,,,,,,
,,147.7,,,,,,,
,,,,,,,39.8,,
,,,,,,298.3,,,
,,,,,217.2,,,,
,,,,131.8,,,,,
,,,,,,,,,200.4
18.8,,,,,,,,,
,,,,,,,,320.5,
,,,,,,,,254.2,
65.5,,,,,,,,,
,,,,,,,,,266.9
,,,,,63.7,,,,
,,,,,45.1,,,,
,,,,135.6,,,,,
,,,,,,,103.5,,
,,,,,,164,,,
,,21.5,,,,,,,
-1.9,,,,,,,,,
,,,,78.1,,,,,
,,,,,233.7,,,,
,,,,,110.5,,,,
,49,,,,,,,,
,,,,,,51.2,,,
,-19.3,,,,,,,,
,,,248.4,,,,,,
-2,,,,,,,,,
,,,,,138.4,,,,
32.8,,,,,,,,,
,,96.6,,,,,,,
,,149.5,,,,,,,
,,112.7,,,,,,,
,,,140,,,,,,
,,,,91.4,,,,,
62.2,,,,,,,,,
,,81.8,,,,,,,
35.9,,,,,,,,,
7,,,,,,,,,
,,,147.2,,,,,,
,,,,,,227.5,,,
,182.3,,,,,,,,
,,248.3,,,,,,,
,65.6,,,,,,,,
,,,267.8,,,,,,
,,,,,,232.5,,,
,,,,,,,,203.7,
,,,75.8,,,,,,
,144.3,,,,,,,,
,,,151.8,,,,,,
16.7,,,,,,,,,
,,,20.2,,,,,,
,56.3,,,,,,,,
,221.6,,,,,,,,
,,,172.5,,,,,,
51.4,,,,,,,,,
,,,,299.2,,,,,
,,,,,,,,,207.1
,,,141.3,,,,,,
,,82,,,,,,,
,,37.1,,,,,,,
88.8,,,,,,,,,
,,,193.2,,,,,,
,,,,,,131.9,,,
,,64.7,,,,,,,
,,183.2,,,,,,,
142.2,,,,,,,,,
,,,46,,,,,,
150.1,,,,,,,,,
,35.6,,,,,,,,
,,,372.2,,,,,,
-32.6,,,,,,,,,
,,151.4,,,,,,,
-41.6,,,,,,,,,
,,,72.4,,,,,,
,,,,,,273.8,,,
-2,,,,,,,,,
-54.2,,,,,,,,,
57.1,,,,,,,,,
130.4,,,,,,,,,
,,93.7,,,,,,,
,,,,,,,,,99.9
-10.5,,,,,,,,,
,319.3,,,,,,,,
,69.5,,,,,,,,
,,,,,96.5,,,,
1.9,,,,,,,,,
,,,,,,144.8,,,
,,,33.7,,,,,,
,,107.2,,,,,,,
164.4,,,,,,,,,
43.7,,,,,,,,,
,82.1,,,,,,,,
79.6,,,,,,,,,
,152.8,,,,,,,,
197.3,,,,,,,,,
,,,98.4,,,,,,
,,,,181.5,,,,,
,173.3,,,,,,,,
175.5,,,,,,,,,
,,,,,,,,40.3,
6.2,,,,,,,,,
,,100.5,,,,,,,
54.9,,,,,,,,,
,,56.9,,,,,,,
,,135.5,,,,,,,
,138.4,,,,,,,,
,,,,,55.5,,,,
64.7,,,,,,,,,
,76.2,,,,,,,,
,,,,215.5,,,,,
,,-14.7,,,,,,,
,,,84.6,,,,,,
,46.5,,,,,,,,
,,-150.2,,,,,,,
,,,-42.3,,,,,,
2.3,,,,,,,,,
,166.6,,,,,,,,
0.2,,,,,,,,,
,,59.7,,,,,,,
91.8,,,,,,,,,
46.9,,,,,,,,,
,,68.4,,,,,,,
,,59.9,,,,,,,
,211.6,,,,,,,,
,,,,255.8,,,,,
13.6,,,,,,,,,
,,,,,-184,,,,
,,,,,232.6,,,,
,,,,,,453,,,
123.2,,,,,,,,,
233.8,,,,,,,,,
,,,,,,190.2,,,
,,,100.9,,,,,,
,142.5,,,,,,,,
,,,,,,,,106.5,
,,,183.1,,,,,,
,91.2,,,,,,,,
,,,,106.4,,,,,
36.7,,,,,,,,,
,-210.1,,,,,,,,
80.5,,,,,,,,,
,,65,,,,,,,
,,,,57.3,,,,,
,,,,,,,,,278.8
159.7,,,,,,,,,
,,,226.8,,,,,,
51.1,,,,,,,,,
,188.6,,,,,,,,
,-33.1,,,,,,,,
12.8,,,,,,,,,
,,,,,,-9.4,,,
,,,,84.7,,,,,
221.8,,,,,,,,,
,,,,138.6,,,,,
,,76.7,,,,,,,
,85.5,,,,,,,,
-83.8,,,,,,,,,
,,,,232.8,,,,,
,-23.1,,,,,,,,
,,,,131.3,,,,,
9,,,,,,,,,
,115.8,,,,,,,,
54.2,,,,,,,,,
,,139.3,,,,,,,
,,,188,,,,,,
,146.4,,,,,,,,
,,155.6,,,,,,,
,,,,80.7,,,,,
-65.8,,,,,,,,,
,96.1,,,,,,,,
,,214,,,,,,,
,,131.2,,,,,,,
,,,173.7,,,,,,
,153,,,,,,,,
61.1,,,,,,,,,
,,203.3,,,,,,,
,,,,,164.9,,,,
,58.4,,,,,,,,
-16.1,,,,,,,,,
,,,66.8,,,,,,
57.2,,,,,,,,,
,,,133.3,,,,,,
,,,,,100.6,,,,
6.3,,,,,,,,,
,,,164.7,,,,,,
,,140.2,,,,,,,
,,,,,,49.7,,,
,,250.9,,,,,,,
,,,,227.7,,,,,
,-32.6,,,,,,,,
,,,,,,46.8,,,
,,-69.8,,,,,,,
,,,,,172.2,,,,
,120.5,,,,,,,,
,,121.7,,,,,,,
-41.4,,,,,,,,,
,,,,316,,,,,
,,,140.4,,,,,,
,,,,,223.6,,,,
,,,,,,,,194.3,
,,,,,,107.9,,,
215.6,,,,,,,,,
,,251.9,,,,,,,
,,,-121.2,,,,,,
,,73.8,,,,,,,
-1.9,,,,,,,,,
,,,,,,,210.4,,
,,,146.1,,,,,,
,,,,,,,54.8,,
-1.9,,,,,,,,,
,,,,,,172.2,,,
,,,,219.3,,,,,
-2,,,,,,,,,
,,12,,,,,,,
,,,,119.7,,,,,
,,,182.9,,,,,,
,,,,138.8,,,,,
,,,104.8,,,,,,
22.7,,,,,,,,,
,,,,185.1,,,,,
,,,,69.4,,,,,
,-1.6,,,,,,,,
,,81.1,,,,,,,
,,114.2,,,,,,,
,,,,,,246.6,,,
,,103.7,,,,,,,
,,,-352.1,,,,,,
,112.6,,,,,,,,
124.6,,,,,,,,,
20.8,,,,,,,,,
,,,,143.8,,,,,
,,47.1,,,,,,,
,88.4,,,,,,,,
,56.1,,,,,,,,
,,163.2,,,,,,,
,109.7,,,,,,,,
,246.5,,,,,,,,
,,,,,,,,175.8,
,53.6,,,,,,,,
,,,,,,,,172,
,,,235.5,,,,,,
,,,,100.5,,,,,
16.9,,,,,,,,,
,,,,,,80.7,,,
,,,,,122.9,,,,
7.9,,,,,,,,,
,,,,,,50,,,
50.8,,,,,,,,,
,,,,,,81.9,,,
,,,,,219.8,,,,
65.9,,,,,,,,,
,33.7,,,,,,,,
,,177.7,,,,,,,
,,,,,,214.6,,,
,,,,,,,286.1,,
23.9,,,,,,,,,
23.9,,,,,,,,,
144.9,,,,,,,,,
-2.9,,,,,,,,,
1.1,,,,,,,,,
-2,,,,,,,,,
67.4,,,,,,,,,
,,,,144.4,,,,,
,,,172.3,,,,,,
,,,,,,306.9,,,
,,124.3,,,,,,,
,54.2,,,,,,,,
,,18.5,,,,,,,
58.2,,,,,,,,,
58.4,,,,,,,,,
,,,,,,,166.9,,
,,45.3,,,,,,,
,,211.5,,,,,,,
,,127.6,,,,,,,
,,,-139.9,,,,,,
,,,127.2,,,,,,
,60,,,,,,,,
40.5,,,,,,,,,
,,,126.8,,,,,,
,,203.8,,,,,,,
,111,,,,,,,,
,,,,,252.4,,,,
,72.2,,,,,,,,
,109.1,,,,,,,,
,,,,,,,,,263.4
,,,,,,93.6,,,
,,,127.4,,,,,,
,115.1,,,,,,,,
,,,,,,,115,,
,,220.2,,,,,,,
,,129.2,,,,,,,
90.2,,,,,,,,,
0.1,,,,,,,,,
,,,,,,,,,108
,,,,,,,,,156.6
,,,,,,,158.4,,
,,,,,,,,,86.1
,,,125.2,,,,,,
,,,,,,,101.5,,
,,,,,,,,,97.8
,,,,,,,286,,
,,,,,44.5,,,,
,26.7,,,,,,,,
,,,,,,46.2,,,
,,18.8,,,,,,,
,,,,,31.8,,,,
,,,,,,219.4,,,
,,,,,,,,,1.3
,,,,,,,49.9,,
,,,24.5,,,,,,
,,,,,,,24.4,,
,,,,,,37.2,,,
,,,,,-4.8,,,,
,,,,,133.4,,,,
,,,,,-101.1,,,,
,,,,,152.8,,,,
,,,,,,,107.4,,
,,,,12.4,,,,,
,,,,56.9,,,,,
,,,,,,,242.6,,
,,,85.8,,,,,,
,,,,,110.8,,,,
,,,124.2,,,,,,
,,,46,,,,,,
,,,,51.7,,,,,
,,,,,,,,165.1,
,,,,,28.9,,,,
,,,,,90.9,,,,
,,,,,,,,,142.4
,,,,,,,,132.4,
,,,,,,,,,-72.3
,,,,,,,,30.6,
,,,,,,122.6,,,
,,,,,,,,-12,
,,,,,,,,91,
,,63.1,,,,,,,
,,,,,,,182.4,,
,,,,,,,,151.9,
,,,,,,,67.5,,
,,,,,,,,,76.5
,,,,,,105.7,,,
,,,,,,,,258.5,
,,,,,,142.7,,,
,,,,,,,,228.2,
,,,,,,,151.3,,
,,,,,,79.5,,,
,,,,,32.5,,,,
,,,,,,,,,-21.1
,9.8,,,,,,,,
,,,,,,,,328,
,64.3,,,,,,,,
,,,,,,,,,199.5
,,,,,,,,,206.7
,,,,,,,,,59.5
,,,,52.5,,,,,
,,,,,,,,,46.4
,,,,,,,,,97.9
,,,,,,58.6,,,
,,,,,,,100.6,,
,,,,,,,,,169.2
,,,,,,,,,14.5
,,,,,,,,132.9,
,,,,,,,176.7,,
,,,,65.9,,,,,
-0.3,,,,,,,,,
,,,,,,143.5,,,
,,,,,,,,-182.5,
,,,75.3,,,,,,
,,,,30.6,,,,,
,,,,,,111.5,,,
,,,,,,,,,169
,,,,,,,157.5,,
,,,,,,,,,208.4
,,,23.2,,,,,,
,,,,,,,,,378.3
,,,,,,118,,,
,,,,,,,,220,
,,,,,38.1,,,,
,,,,,,,73.4,,
,,-33.3,,,,,,,
,,,,,97.8,,,,
,,,,,,,,71.3,
,,,20.3,,,,,,
,,,,95.8,,,,,
,,,,-46.5,,,,,
,,,,155.3,,,,,
,,,,,,,100.1,,
,,,,,207.5,,,,
,,,,,,,,176.1,
,,,,,,,,,183.3
,,,,44.1,,,,,
-51.5,,,,,,,,,
,,,,,,,,65.9,
,,,36.3,,,,,,
,,,,,,,210.8,,
,,,,,,,,85.2,
,,,,,,,,132.6,
,,,,,,,,10.2,
,,,,,,,,-33.5,
,,,,46.7,,,,,
,,,,,,180.3,,,
,,,,,,,,121.8,
,,,,,,,18.4,,
,,,51.3,,,,,,
,,,,,,,,,148
,,,,,39,,,,
,,,,,,139.7,,,
,,,,,,76.9,,,
,,,,,,,,122.9,
,,,,,,-77,,,
,,,,,,,,93,
,,,,,,,,100.4,
,,,125.3,,,,,,
,,,,,,,,,308.8
,,,,,,,60.9,,
,,,,,,,,258.9,
,,,,,,,,,63.3
,,,,,,,,,161.7
,,,,,67.7,,,,
,,,-1.4,,,,,,
,,,,91.9,,,,,
,,,,,,,,,265.1
,,,115.1,,,,,,
,,,,,,,,5.6,
,,,,,,,,,268.1
,,,,,,,37.6,,
-45.9,,,,,,,,,
,,4.6,,,,,,,
,,,,,,,,,205.4
,,,,,,,,119.2,
,,,,,,,,129.2,
,,,,,42.5,,,,
,,,,,,,,243.1,
,,,,,187.1,,,,
,,,,,,,,,119
,,,,,,,41.8,,
,,,,,,,212.9,,
,,,,,,,72.2,,
,10.1,,,,,,,,
,,,,,,,,,144
,,,,,,,,,150.5
,,,,,8.2,,,,
,,,,,,,,,204.8
,,,,,,,,81.4,
,,,,,158.7,,,,
,,,,42.2,,,,,
,,,,,,,,,412.9
,,,,,,,105.4,,
,,-4.9,,,,,,,
,,,,35.1,,,,,
,,,,,,,,,355.6
,,,,,,,165.2,,
,,,,,,,,175.1,
,,,,,,,,,277.6
,,,,-77.7,,,,,
,,,,,,,,,181.8
,,8.1,,,,,,,
,,57.3,,,,,,,
,,,,162.2,,,,,
,,,,,,6.6,,,
,,,,,,38.7,,,
,,34,,,,,,,
,,,42.1,,,,,,
,,,,,,,,4,
,,,,,,,,,16.1
,,,,,,,,,69.1
,,,51.2,,,,,,
,,,,98.8,,,,,
,,,,,,,,,71.6
,,,,,,,172.4,,
,,,,,,,,79.2,
,,,,,,,,,58.5
,,,,,,,,,441.8
,,,,,18.6,,,,
,,,,,,,,153.5,
,,,,,,74.6,,,
,,,,,,,15,,
,,-0.5,,,,,,,
13.5,,,,,,,,,
,,,,,,,,,32.7
,,,,,39.3,,,,
,,,,,,,137.1,,
,,,,,,,,219.3,
,,,,,,,,,39.2
,,,,,,,75.3,,
11.9,,,,,,,,,
,,,,,,48,,,
-1.2,,,,,,,,,
,,,,,,,194.1,,
,,,,,33.9,,,,
,,,,-69.7,,,,,
,,,,,,,,180.5,
,,,,,,,206.4,,
