MARKAL-NETL,REGEN-EPRI,IPM-NRDC,Haiku-RFF,NEMS-RHG,RIO-REPEAT,EPS-EI
20.16805773,76.2023627,77.32845596,151.9531723,197.4589599,260.1125619,281.2538731
10.17919025,38.46073617,39.02909618,76.69356518,99.66117444,131.2836015,141.9540107
8.284162167,31.30062094,31.76317114,62.41576348,81.1075646,106.8429431,115.5268755
8.998447028,33.99945266,34.50188531,67.79743444,88.1008977,116.0552563,125.487943
29.16297105,110.1884637,111.8167923,219.7239826,285.5252602,376.1222431,406.6925368
9.802457178,37.03729963,37.58462457,73.85512698,95.97270221,126.4247794,136.7002755
10.57486554,39.95574339,40.54619613,79.67472066,103.5351038,136.3867262,147.4719049
21.21128346,80.14405438,81.32839665,159.8131984,207.6728471,273.5673091,295.8021891
42.95331537,162.2934722,164.6917914,323.6252404,420.5420815,553.9798157,599.0059366
6.766021445,25.5645252,25.94230928,50.97756246,66.24393757,87.2630967,94.35562722
7.408557064,27.99226182,28.40592219,55.81864963,72.53479694,95.55004174,103.3161148
21.95485283,82.95353379,84.17939362,165.415509,214.9528955,283.1573121,306.171644
20.21168424,76.36719972,77.49572889,152.2818696,197.886093,260.675224,281.862267
28.7036504,108.4529808,110.055663,216.2633008,281.0281996,370.198268,400.2870754
11.02251613,41.64713247,42.26257999,83.04747612,107.9179066,142.1601895,153.7146211
23.10315021,87.29222493,88.5822005,174.0671815,226.1955054,297.967195,322.1852379
8.850087547,33.43889581,33.93304473,66.67964243,86.64835778,114.1418264,123.4189942
21.7172365,82.05573164,83.26832404,163.6252248,212.6264705,280.0927139,302.8579629
13.55245689,51.20618201,51.96289,102.1089311,132.687742,174.7894779,188.995938
19.69880913,74.42936836,75.5292609,148.4176899,192.8646979,254.0605435,274.7099615
6.507777735,24.58878519,24.95215011,49.03186439,63.71555655,83.93246199,90.75428669
7.542408556,28.49800214,28.91913617,56.8271334,73.84529381,97.27635842,105.1827423
28.14751114,106.3516815,107.9233114,212.0731539,275.5832192,363.0255988,392.5314293
5.069719487,19.15527059,19.43834083,38.19703261,49.63599125,65.3854596,70.69982942
7.779134783,29.39244116,29.82679291,58.61071125,76.16300408,100.3294767,108.4840105
51.57302976,194.8619332,197.7415383,388.5691713,504.9349299,665.150461,719.2122594
6.078085171,22.96524816,23.30462098,45.79441093,59.508575,78.39060788,84.76200426
9.375469885,35.42398411,35.94746801,70.63805598,91.7922071,120.9178159,130.7457194
68.44789676,258.6214064,262.4432278,515.7102974,670.1513196,882.7899057,954.5409045
19.2270203,72.64677609,73.72032606,144.8630685,188.2455654,247.9757631,268.1306251
6.035204901,22.80323068,23.14020926,45.47133603,59.08874808,77.83757015,84.16401698
50.8441455,192.1079396,194.9468471,383.0775034,497.7986588,655.7498556,709.0475959
6.916670676,26.13373358,26.51992923,52.11260624,67.71889569,89.20605808,96.45650774
35.68612193,134.8353343,136.8278862,268.8716736,349.3913302,460.2529764,497.6612097
2.84866784,10.76331806,10.9223748,21.46285582,27.89038966,36.73999251,39.72612901
46.48062961,175.6209667,178.2162352,350.2012546,455.0768795,599.472483,648.1961365
8.409073605,31.77258243,32.24210713,63.35688977,82.33053227,108.4539576,117.2688294
21.66280282,81.8500611,83.05961418,163.2151025,212.0935278,279.3906689,302.0988574
6.093176482,23.0222687,23.36248416,45.90811412,59.65632917,78.58524436,84.97246031
37.50984613,141.7260371,143.8204176,282.612247,367.2468267,483.7740105,523.0939758
7.019559012,26.52248367,26.91442414,52.8878028,68.72624226,90.53303508,97.89133817
25.07289199,94.73463608,96.13459313,188.9079022,245.480613,323.3714549,349.6542938
6.641383893,25.09359855,25.46442343,50.03849972,65.02365143,85.65561454,92.61749285
9.510492816,35.93415056,36.46517353,71.65536578,93.11417316,122.6592409,132.6286832
23.47135534,88.68343976,89.99397424,176.8413672,229.8004833,302.71603,327.3200467
37.04393043,139.9656358,142.0340015,279.1018758,362.6851961,477.7649775,516.5965433
44.98940603,169.9865739,172.4985791,338.9658567,440.4767896,580.2397939,627.4002615
13.13968771,49.64658778,50.3802486,98.9989843,128.6464519,169.465889,183.2396609
4.237862534,16.01220813,16.24883123,31.92953256,41.49154765,54.65678924,59.09915905
11.82531893,44.68041764,45.34069004,89.09607209,115.7778904,152.5141411,164.9101165
31.06008172,117.3564477,119.0907024,234.0174752,304.0992599,400.5897611,433.1487146
17.52043063,66.19865073,67.17691245,132.0050275,171.5368954,225.9654429,244.33136
39.8275892,150.4833256,152.7071183,300.0749306,389.9391029,513.6665315,555.4160876
30.60704399,115.644704,117.3536631,230.6041311,299.6637134,394.7468185,426.8308719
13.60013293,51.38631968,52.14568968,102.468139,133.1545228,175.4043679,189.6608048
8.427647266,31.84276058,32.31332234,63.4968302,82.512381,108.6935069,117.5278486
21.31521544,80.53674774,81.7268931,160.5962581,208.6904117,274.9077462,297.2515737
10.41669652,39.35812249,39.93974378,78.48302017,101.9865219,134.3467802,145.2661571
3.472173772,13.1191535,13.313024,26.1605667,33.99493549,44.78150684,48.4212379
8.875145454,33.53357383,34.02912187,66.86843744,86.89369169,114.4650046,123.7684395
14.41294193,54.45741199,55.26216557,108.5921252,141.1124741,185.8873721,200.9958418
15.84075917,59.85223228,60.73670873,119.3497976,155.091773,204.3022936,220.907483
17.93322392,67.75833606,68.75964629,135.1151559,175.5784216,231.2893427,250.0879734
3.97040965,15.00167246,15.2233622,29.91444936,38.87300256,51.20738148,55.36939187
12.17461514,46.00018756,46.67996308,91.72779137,119.1977371,157.019103,169.7812306
11.91543755,45.020919,45.68622322,89.77505711,116.6602127,153.6764238,166.1668666
5.573557038,21.05895474,21.37015699,41.99312023,54.56890249,71.88358044,77.72610159
10.93661679,41.32257308,41.93322437,82.4002806,107.0768939,141.052324,152.516711
7.724159323,29.18472359,29.61600576,58.19650698,75.62475705,99.62044421,107.7173496
7.360940095,27.81234735,28.223349,55.4598868,72.06859453,94.9359136,102.6520719
47.00994555,177.6209176,180.2457407,354.1893053,460.2592415,606.2992051,655.5777178
9.425564229,35.61325903,36.13953996,71.01548422,92.28266471,121.5638953,131.4443107
15.16676591,57.30563708,58.15248079,114.2716976,148.4929219,195.6096313,211.5083025
8.60836878,32.52559313,33.00624557,64.85844904,84.28176716,111.0243181,120.0481024
26.33779004,99.51388757,100.9844708,198.4380847,257.8648226,339.6851663,367.2939436
27.5265831,104.0055863,105.5425464,207.3948657,269.5039126,355.0173321,383.8722703
21.02417023,79.43707154,80.61096626,158.4034221,205.8408817,271.1540621,293.1927994
8.33938916,31.50928889,31.97492272,62.83186289,81.64827431,107.5552197,116.2970442
14.44516834,54.57917522,55.38572818,108.8349301,141.4279924,186.3030042,201.4452555
16.88958081,63.81506735,64.75810526,127.2519851,165.3604479,217.8292125,235.5338367
5.673329267,21.43593103,21.75270411,42.74483895,55.54574026,73.1703682,79.11747631
20.50523405,77.47633924,78.6212589,154.4935762,200.7601447,264.4612106,285.9559693
7.314195412,27.63572869,28.04412032,55.10769607,71.61093239,94.33303555,102.0001934
11.72617136,44.30580153,44.96053798,88.34905975,114.8071684,151.2354097,163.527453
10.68167325,40.35930231,40.95571871,80.47944712,104.5808237,137.7642523,148.9613929
13.71975885,51.83831056,52.60435993,103.3694423,134.3257417,176.9472138,191.3290494
4.655021667,17.58838923,17.84830462,35.07255478,45.5758184,60.03699651,64.91665636
8.209983691,31.02034729,31.4787557,61.85687701,80.38130702,105.8862445,114.4924188
6.020013416,22.74583165,23.08196201,45.3568781,58.94001315,77.64164171,83.95216396
12.74054572,48.13848209,48.84985662,95.99170951,124.7385812,164.3180534,177.6734218
35.76900375,135.1484924,137.145672,269.4961341,350.2027995,461.3219243,498.8170391
13.79655738,52.12848375,52.89882121,103.9480693,135.0776514,177.937704,192.4000443
12.18428177,46.03671167,46.71702693,91.80062315,119.29238,157.143776,169.9160368
1.594943279,6.02628413,6.115338559,12.01685825,15.61557614,20.57038848,22.24229922
25.73705969,97.24410664,98.68114782,193.911973,251.983265,331.9373943,358.9164517
8.732833325,32.9958661,33.48346807,65.79620828,85.50035945,112.6295689,121.7838241
13.24053304,50.02761864,50.76691021,99.75878815,129.633796,170.7665168,184.6460006
11.17162355,42.2105153,42.8342883,84.17090334,109.3777693,144.0832657,155.7940003
24.49217863,92.54048673,93.90801937,184.5326054,239.7950354,315.8818471,341.5559491
17.13326281,64.73578787,65.69243189,129.0879703,167.74626,220.9720412,238.9321069
9.288889336,35.09685086,35.61550049,69.98572797,90.94452483,119.8011645,129.5383094
6.54691297,24.73665255,25.1022026,49.32672288,64.09871704,84.43719906,91.30004754
14.86931154,56.18174471,57.01197992,112.0305727,145.5806419,191.7732867,207.3601492
39.87955329,150.679665,152.9063592,300.4664462,390.4478666,514.3367255,556.1407533
6.214917816,23.48225237,23.82926532,46.82535574,60.84825938,80.15537326,86.67020544
11.58234738,43.76238146,44.40908743,87.26543975,113.3990341,149.3804753,161.521754
13.29296253,50.22571661,50.96793561,100.1538102,130.1471163,171.4427133,185.3771567
26.88852454,101.5947657,103.0960995,202.5875103,263.2568867,346.788129,374.9742177
38.98542577,147.3013214,149.4780915,293.729778,381.693752,502.8049359,543.6716882
5.610275502,21.19769064,21.51094309,42.26976993,54.92840115,72.35714779,78.23815934
17.2453686,65.1593649,66.1222684,129.9326143,168.8438516,222.417898,240.4954794
10.56493307,39.91821484,40.50811299,79.59988594,103.4378582,136.2586246,147.3333914
14.51344678,54.83715638,55.6475217,109.3493637,142.0964847,187.1836086,202.3974333
9.377640409,35.43218515,35.95579024,70.65440946,91.81345801,120.9458097,130.7759885
6.652030655,25.13382594,25.50524529,50.11871614,65.12789045,85.79292854,92.76596739
16.07315284,60.73030129,61.62775355,121.1007324,157.3670645,207.2995337,224.1483315
8.502157955,32.12428945,32.59901155,64.05821969,83.24189118,109.6544901,118.5669382
11.87143559,44.85466337,45.51751072,89.44353103,116.2294037,153.1089193,165.5532369
12.39128129,46.81883221,47.51070539,93.36022962,121.3190456,159.8135013,172.8027508
23.00284619,86.91323932,88.19761436,173.311456,225.213461,296.6735485,320.786447
36.71285073,138.7146945,140.7645743,276.607406,359.4437014,473.4949585,511.9794676
23.19430434,87.63663887,88.93170407,174.7539685,227.0879662,299.142833,323.4564289
30.35031461,114.6746857,116.3693102,228.6698426,297.1501588,391.4357145,423.2506496
10.43278382,39.41890624,40.00142578,78.6042275,102.1440275,134.5542622,145.4905027
11.89504092,44.94385301,45.60801838,89.6213818,116.4605159,153.4133633,165.8824252
8.25256742,31.18124433,31.64203042,62.17771766,80.79823061,106.4354576,115.0862706
19.50624396,73.70178609,74.79092666,146.9668368,190.9793543,251.5769816,272.0245418
15.43687494,58.32620866,59.18813404,116.3067931,151.1374725,199.0932961,215.275111
7.306393081,27.6062486,28.01420459,55.04891059,71.53454228,94.23240691,101.8913859
3.317830332,12.53598704,12.7212397,24.99768946,32.48380857,42.79090031,46.26883975
4.444257688,16.79204516,17.04019244,33.48458554,43.51229614,57.31871995,61.97744495
10.27898335,38.83779133,39.41172334,77.44544118,100.6382166,132.5706585,143.3456765
4.940820235,18.66824166,18.94411475,37.22586074,48.37398016,63.72301321,68.90226346
15.68178417,59.25156606,60.12716607,118.1520246,153.5352999,202.2519526,218.6904953
14.5127153,54.83439255,55.64471703,109.3438524,142.0893229,187.1741744,202.3872324
34.21357324,129.2715021,131.1818335,257.7769788,334.9740801,441.261142,477.1257656
1.490170593,5.630414266,5.713618662,11.22746433,14.5897805,19.21910854,20.78119055
10.65779099,40.26906635,40.86414926,80.2995099,104.3470002,137.4562368,148.6283427
31.31769776,118.3298162,120.078455,235.9584442,306.6214957,403.9123007,436.741302
17.9517636,67.82838581,68.83073121,135.2548403,175.7599376,231.5284537,250.3465187
11.20233133,42.32654062,42.95202821,84.40226645,109.6784193,144.4793118,156.2222359
20.62703309,77.93654092,79.08826129,155.4112525,201.9526398,266.0320836,287.654519
2.9269036,11.05892162,11.2223467,22.05231128,28.6563708,37.74901897,40.81716666
10.67146518,40.32073248,40.9165789,80.40253602,104.4808798,137.6325963,148.8190363
11.07272843,41.83685305,42.45510419,83.42579305,108.409519,142.8077903,154.4148573
8.587545584,32.44691541,32.92640517,64.70155983,84.07789395,110.7557561,119.7577123
16.01254844,60.50131551,61.3953839,120.6441178,156.7737064,206.5179034,223.3031722
13.0161181,49.17969622,49.90645747,98.06796784,127.4366217,167.8721804,181.5164196
7.675176422,28.99964812,29.42819531,57.82745275,75.14518124,98.9886993,107.034258
16.57245642,62.61685441,63.54218553,124.8626595,162.2555851,213.7391787,231.1113751
18.76585651,70.90432915,71.95212983,141.3884998,183.7304592,242.0280167,261.6994604
12.99311234,49.09277196,49.81824867,97.8946344,127.2113796,167.5754692,181.1955924
5.47340178,20.68053122,20.98614126,41.23851562,53.58831461,70.59185264,76.32938532
7.670461811,28.98183458,29.41011853,57.79193123,75.09902201,98.92789377,106.9685104
49.54284267,187.1911374,189.957386,373.2730345,485.0580218,638.9666226,690.9002628
6.366584083,24.05530348,24.41078479,47.96806222,62.33317496,82.1114516,88.78526904
24.44766841,92.37231071,93.7373581,184.1972499,239.3592502,315.3077876,340.9352313
3.682244141,13.91287685,14.11847673,27.74331004,36.05166684,47.49083773,51.35077657
37.86805195,143.0794709,145.1938519,285.3110944,370.7539046,488.393882,528.0893391
12.344079,46.64048455,47.32972217,93.00459114,120.8569032,159.2047214,172.1444908
13.91068864,52.55971373,53.33642376,104.8079739,136.1950738,179.4096838,193.9916629
8.129605144,30.71664748,31.17056792,61.25127703,79.59434654,104.8495819,113.3714988
21.03017101,79.45974471,80.63397449,158.4486341,205.8996334,271.2314558,293.2764834
14.17707363,53.56621451,54.35779828,106.8150112,138.8031635,182.8453187,197.7065378
8.08501372,30.54816463,30.99959529,60.91530971,79.15776627,104.274475,112.7496486
9.581173756,36.20120923,36.7361787,72.1879006,93.80618748,123.5708309,133.614365
15.42041089,58.2640014,59.1250075,116.1827472,150.9762783,198.8809551,215.0455114
11.47561501,43.3591072,43.99985371,86.46128092,112.3540519,148.0039208,160.0333166
12.872519,48.63712584,49.35586917,96.9860422,126.0306891,166.0201463,179.5138567
12.51634407,47.29136554,47.99022167,94.30249619,122.543495,161.4264678,174.5468153
21.16716821,79.97737067,81.15924975,159.4808187,207.2409289,272.9983434,295.1869793
8.586458929,32.44280963,32.92223872,64.69337259,84.06725487,110.7417412,119.7425584
11.32827675,42.8024089,43.43492872,85.35118316,110.9115104,146.1036619,157.9786093
8.604310611,32.51025987,32.99068572,64.82787338,84.24203494,110.9719789,119.9915092
14.58070259,55.09127363,55.90539422,109.8560924,142.7549646,188.0510238,203.3353499
8.400360679,31.73966178,32.20869999,63.29124355,82.24522682,108.3415848,117.1473232
14.17541355,53.55994212,54.35143319,106.8025036,138.7869101,182.8239082,197.6833871
9.874650154,37.31007133,37.8614272,74.39905402,96.67952041,127.3558706,137.7070434
17.03280933,64.35623757,65.30727272,128.3311188,166.7627523,219.6764672,237.5312318
7.539900866,28.48852716,28.90952118,56.80823959,73.82074183,97.24401611,105.1477713
25.91470292,97.91530834,99.36226831,195.250399,253.7225128,334.2285042,361.3937775
25.58917401,96.68533999,98.1141239,192.7977507,250.535364,330.0300751,356.8541103
10.30482908,38.93544601,39.51082112,77.64017187,100.8912637,132.9039974,143.7061084
5.572391594,21.05455126,21.36568844,41.98433936,54.557492,71.8685494,77.70984887
13.99691162,52.88549599,53.66702032,105.4576079,137.0392553,180.5217235,195.1940865
23.18266904,87.59267641,88.88709195,174.6663041,226.9740487,298.9927695,323.2941687
21.1198631,79.79863454,80.97787231,159.1244056,206.7777799,272.3882375,294.5272855
7.529239766,28.44824559,28.86864434,56.72791515,73.71636243,97.1065172,104.9990968
54.92143457,207.5134419,210.5800068,413.7972195,537.7180834,708.3356881,765.9074759
10.77503264,40.71204855,41.31367771,81.18284932,105.4948755,138.9683321,150.2633374
10.61307597,40.10011648,40.69270271,79.96261131,103.9092098,136.8795358,148.0047688
16.97729787,64.14649478,65.09443042,127.9128761,166.2192574,218.9605218,236.7570961
15.10079959,57.05639198,57.89955243,113.7746844,147.8470669,194.7588469,210.5883684
11.2317284,42.4376136,43.06474259,84.62375423,109.9662366,144.8584533,156.6321931
11.13784332,42.08288116,42.70476803,83.91639138,109.047038,143.6475936,155.3229178
14.97888641,56.59575901,57.43211238,112.856148,146.6534542,193.1865017,208.8882268
18.79331559,71.00807969,72.05741355,141.5953861,183.9993022,242.3821634,262.0823913
6.562857909,24.79689841,25.16333876,49.4468576,64.2548288,84.64284499,91.52240787
20.3098081,76.73794789,77.87195585,153.021169,198.8467921,261.9407524,283.2306545
42.63566126,161.0932578,163.4738406,321.2319237,417.4320324,549.8829499,594.5760877
28.64808488,108.2430338,109.8426135,215.8446508,280.4841755,369.4816254,399.5121859
10.65918886,40.274348,40.86950897,80.31004191,104.3606863,137.4742655,148.6478367
17.51698862,66.18564554,67.16371507,131.9790942,171.5031958,225.9210504,244.2833594
13.1720634,49.7689151,50.50438363,99.24291406,128.9634319,169.8834466,183.6911565
16.43723273,62.10592942,63.02371026,123.8438371,160.9316535,211.9951645,229.2256116
7.8715178,29.74149828,30.18100829,59.30675709,77.06749646,101.5209639,109.7723389
11.71530198,44.26473301,44.91886256,88.26716607,114.7007498,151.0952246,163.3758739
18.52532374,69.99550764,71.02987805,139.5762422,181.3754803,238.9258045,258.345108
14.78113278,55.84857285,56.67388455,111.3662033,144.7173121,190.636023,206.1304514
11.1694899,42.20245358,42.82610745,84.15482768,109.3568794,144.0557475,155.7642454
8.326402464,31.46022036,31.92512907,62.73401659,81.52112574,107.3877269,116.115938
20.81240265,78.63693551,79.79900608,156.8078914,203.7675335,268.4228419,290.2395923
33.49960863,126.5738804,128.4443473,252.3977208,327.9838826,432.0529592,467.1691643
16.73709759,63.23892951,64.17345345,126.1031235,163.8675338,215.8625978,233.4073804
13.35273456,50.45155739,51.19711379,100.6041535,130.732325,172.2136084,186.2107082
37.67403747,142.3464126,144.4499607,283.8493217,368.8543713,485.891628,525.383708
35.94756354,135.8231572,137.8303068,270.8414658,351.9510209,463.6248553,501.3071467
20.04114033,75.72282194,76.84182871,150.9969324,196.2163525,258.475676,279.4839451
6.709894732,25.35245777,25.72710799,50.55468424,65.69441899,86.53921622,93.57291151
12.14837438,45.90104028,46.57935064,91.53008433,118.9408222,156.6806692,169.4152898
13.84100046,52.29640609,53.06922504,104.2829189,135.5127792,178.5108976,193.0198257
15.76300313,59.55844125,60.43857615,118.7639565,154.3304885,203.2994541,219.8231352
8.692530154,32.84358585,33.32893748,65.49255015,85.10576408,112.1097687,121.2217758
7.41791549,28.02762141,28.44180431,55.88915927,72.62642228,95.67073974,103.4466229
13.85269792,52.3406034,53.11407549,104.3710516,135.6273053,178.6617627,193.1829527
5.286187828,19.97316784,20.2683247,39.82798049,51.75536307,68.17730676,73.71859107
18.59687776,70.26586512,71.30423079,140.1153551,182.0760427,239.8486549,259.3429654
20.63820547,77.97875431,79.1310985,155.4954292,202.0620251,266.1761767,287.8103236
7.751715921,29.28884259,29.72166339,58.404128,75.89455483,99.97584866,108.1016405
28.45167433,107.5009223,109.0895353,214.3648253,278.561183,366.9484686,396.7731403
25.04265681,94.62039641,96.01866527,188.6800998,245.1845901,322.9815041,349.2326488
3.341163332,12.62414772,12.81070319,25.17348841,32.71225446,43.09183193,46.59423037
13.66362482,51.62621547,52.38913058,102.946509,133.7761514,176.2232389,190.5462317
17.0013983,64.23755508,65.18683638,128.0944571,166.4552169,219.2713511,237.0931888
13.17699742,49.78755762,50.52330164,99.28008863,129.0117392,169.9470818,183.7599638
14.53421735,54.91563525,55.7271603,109.5058564,142.2998426,187.4514919,202.6870895
12.81369694,48.41487439,49.13033335,96.54285629,125.4547812,165.2615033,178.693553
3.792748116,14.33040164,14.54217156,28.57588548,37.13357569,48.91603556,52.89181098
4.340371237,16.39952382,16.64187055,32.70186883,42.49517735,55.97887001,60.52869529
40.86349472,154.3973588,156.6789918,307.8798037,400.0813204,527.026868,569.8623195
25.78845569,97.43829971,98.87821061,194.2992084,252.4864668,332.6002616,359.6331953
20.76130194,78.44385819,79.60307553,156.4228809,203.267223,267.7637832,289.5269669
24.59213095,92.91814347,94.291257,185.285681,240.7736364,317.1709576,342.9498353
11.12091305,42.01891232,42.63985388,83.78883276,108.8812791,143.4292395,155.0868164
6.125252525,23.14346383,23.48547026,46.14978621,59.97037538,78.99893723,85.41977713
27.25540471,102.9809743,104.502793,205.3517133,266.8488923,351.5198756,380.0905491
41.17278197,155.5659601,157.8648623,310.2100815,403.1094522,531.0158242,574.1754883
3.980539289,15.03994597,15.26220131,29.99076959,38.9721786,51.338026,55.51065487
18.33404747,69.27279529,70.2964857,138.1351001,179.5027559,236.4588658,255.6776626
