r15,r20,r25,r30
435.5575429,212.8441435,129.5100965,90.96685647
282.7721531,187.9710239,118.7433665,75.52273886
44.10050239,24.60572785,13.45879081,6.994211919
535.2471768,397.0542994,294.974667,224.6190056
304.7565152,134.7243648,70.62238267,43.22447881
293.8117804,204.2661685,144.2017364,106.1603408
272.4012988,172.348404,117.2198559,84.06351359
513.8079912,377.8490994,266.6542587,188.568589
430.1240455,264.3206235,161.0835566,101.4350549
222.2200172,143.3028284,91.42305067,59.59087537
168.5777469,101.0014343,63.21358503,41.59580374
385.8654875,229.3938836,137.480814,85.99944188
811.9075988,615.2353176,463.9263857,357.0288454
168.3198904,95.87963308,56.32534208,35.07044092
286.1364354,178.684779,110.8085367,70.45888351
316.1840969,205.0750159,129.0409245,82.84408018
519.93409,414.8183361,302.88076,216.0391483
910.6982448,601.4413109,397.4264792,274.1081324
144.0460603,86.55161219,56.27327843,39.7570871
440.8237569,266.0501173,170.2643603,116.6582288
288.9709437,162.9887854,90.54558325,52.0550429
277.0134462,223.903838,170.649994,128.0707026
261.3257327,144.6720211,83.8290988,52.21015925
292.3185301,102.6231203,53.66847332,33.96751929
295.5791721,247.9659494,197.8013988,156.7207373
241.8302495,131.1656581,81.54566263,56.59039001
282.1152432,183.1446404,121.8234207,84.8489092
296.4658761,191.1644753,123.1474627,81.37760928
511.116584,354.8726656,252.5802924,186.8060496
912.8998062,566.3815293,374.2456872,263.3608561
488.9047358,357.8263552,258.6056889,188.8242019
663.7326416,468.2245389,320.2005342,220.1452364
293.0084033,160.9500744,95.31095002,61.26981782
246.6266717,183.5088077,130.6453439,93.89201524
279.672229,127.3151407,68.65040683,43.04852745
477.8089134,300.9294038,208.1733573,153.9240295
384.5213538,238.1498757,157.0046761,110.123504
223.1874923,112.7181901,58.64199458,32.50757499
75.45392036,51.18528745,32.91666566,20.87571044
119.0281426,68.56306214,41.75352317,26.73079923
283.363776,158.5773427,93.57088195,58.43878938
164.8661713,76.22370001,45.09002895,30.74675827
549.5049612,241.9281729,135.0422888,86.74154834
344.3683168,223.8925532,152.0963463,109.151806
832.2646393,527.8243326,329.7239913,211.2838722
56.9125804,22.98936428,9.890252024,4.180195694
424.9986696,164.4213359,83.71802165,51.50270066
635.4774223,483.148685,357.0981535,264.6439221
449.7435241,276.9479111,170.5407301,109.908968
300.2163459,172.8221433,104.8100723,68.64100859
497.5949121,318.2201957,205.4885291,138.4887364
99.94933544,45.15432891,22.42662066,12.43569952
215.7906481,164.6322923,124.9514741,95.96356557
283.9105041,170.8227156,108.3435876,73.82909387
341.732184,132.4829618,68.67835211,42.88230417
437.8350446,247.0309849,146.6814517,94.52861593
326.487841,200.8040436,126.5805431,83.78994923
186.2627085,118.4075351,73.85842064,47.02171987
384.1286035,255.6688741,168.9562516,114.95274
430.1392254,289.507197,198.6678171,142.961598
347.1357194,200.4491259,123.4458596,81.98161563
151.6501523,84.44001512,51.02073095,32.6235987
224.9332156,118.3348012,66.69470555,40.38325431
1019.100796,764.3141418,538.3380172,377.5242215
244.0418752,98.21943972,48.34652639,27.18159074
538.0665217,377.1624253,263.1545443,188.3503367
132.7835627,56.80722217,30.8778871,19.84391256
689.5378448,584.2032081,473.5490138,379.760272
463.1445476,190.4362697,113.128059,79.3628472
329.757614,214.6048849,150.0443733,111.7730014
198.5498599,125.4181602,83.62161556,59.45372569
456.6517737,324.4395404,224.3679251,157.4717432
395.3886094,218.714496,130.2754221,84.83702271
226.9334891,124.7302333,77.3512434,52.05628265
249.7785795,147.8119987,92.16067337,61.7179915
337.0724488,237.8958793,170.2234838,126.4824549
286.2922338,177.0381828,123.6946751,93.12170152
369.3765609,198.5886918,123.2598751,84.19655747
393.2646237,193.093861,112.2573639,73.78519461
444.2262782,326.5530424,226.9918018,157.1077051
214.8588045,132.4661976,81.89897291,52.67432872
281.9501539,174.7651458,109.5078404,71.07063326
205.2620035,132.7416015,90.13339864,64.76947553
338.2307531,224.9414161,158.3392374,116.9329453
308.2035597,129.5951971,82.44677278,60.04739476
384.3640822,218.6888854,139.7644127,97.51987311
357.0834785,152.3395581,77.38829474,46.38091619
454.4767976,262.7708938,162.5803061,109.2337573
262.8152272,116.3205934,63.78233789,40.32729382
519.0774085,399.7948615,296.42414,218.7601634
556.7581435,394.7728171,286.8048702,216.9103863
217.6884733,158.9760734,113.8501246,82.75633184
158.7852938,85.96716436,49.99927758,31.89408872
385.0836844,215.935076,141.4403781,102.1796493
526.3267624,357.6468535,257.2879084,194.2887535
504.2898195,325.8232506,212.376207,143.4350071
206.2322422,116.156121,67.40173943,41.40876694
1226.594264,847.291493,551.3608638,361.0244441
303.0014248,166.2300624,99.27496531,64.83636332
298.5110415,163.7315021,94.62893005,59.16195065
475.2193609,261.9144997,154.143429,98.23800916
410.050363,232.9651279,143.9928566,98.08964233
286.1626765,173.2756618,109.6073867,74.01509668
278.9878428,171.8272651,109.0842656,73.24579461
318.2720811,231.0843322,162.3539153,114.7647888
347.01619,289.9308174,238.379386,195.9310216
252.6517458,101.2474222,57.54823595,38.58557711
462.3682966,313.3262589,209.1779836,143.7111882
784.4818169,657.7547248,522.6961828,409.9241669
577.2069139,441.9636667,327.574235,244.9235137
262.5843528,164.4429013,97.57096628,57.78312399
402.530964,270.2404909,187.1666591,134.8202028
381.4856268,203.2098643,118.4609595,76.99978333
545.7724399,253.5827326,152.1731999,104.0606903
209.8585443,121.4365597,75.52871968,49.85468574
396.3589369,180.7359146,103.3953778,68.0109249
456.0550466,285.7964169,179.8840074,117.9727029
292.6407982,228.0335203,172.2923736,130.0040152
237.0147983,172.3154875,129.8248748,100.9766203
214.1357575,128.4542188,72.42548645,40.55012265
544.4143536,321.0799545,204.5651375,140.1849941
862.6142814,516.8097599,324.4389447,217.4145884
477.4098332,258.208849,149.6057161,94.33201391
359.4770647,205.9971392,125.7839067,82.61556827
830.0826885,581.2100813,415.4562402,305.4801393
831.9501603,554.5751858,390.594577,289.1339064
513.071782,309.1814306,178.7763001,104.8920956
235.2740245,103.5158089,54.18657489,33.33063706
338.0993819,187.4170684,116.5306773,80.23470247
293.0554066,213.5297819,150.8339175,107.3746939
408.1495543,243.1811652,153.2587252,103.3046638
222.5133218,134.1025942,89.1077339,63.80454245
233.8821518,114.4386839,63.16354449,38.7394817
306.1296081,213.7102425,142.3531928,94.73725387
127.1188276,81.55180234,50.52711774,31.58623733
389.5737334,286.9003049,194.9855054,130.6381666
504.9616151,318.3925559,201.5264402,133.2227245
244.2218756,119.5883357,68.21480191,44.03462676
694.9520715,438.9335749,294.9049538,213.033581
570.5567856,386.3415121,275.497597,205.054133
82.19593854,51.54525351,31.26094815,19.07393378
320.4744449,210.793348,149.4781871,112.6157313
427.922368,262.2863051,165.8109491,111.5351117
374.1075854,203.285983,117.7459147,73.66487632
411.5186324,224.2242726,128.0449744,79.83512313
357.1949257,197.681224,122.1258616,82.10807773
103.5614405,58.51200426,32.92315419,18.11154559
128.9080035,66.96037082,38.26724029,23.89488221
879.1291356,630.4149139,452.7867124,331.3794312
603.0703355,397.8472029,261.8059043,178.5814114
438.2450821,320.2916067,228.5434836,165.304667
564.0696898,379.3910976,247.828773,165.610468
292.2725955,171.566076,108.5546421,74.45157652
153.5840467,94.4963364,62.22410828,43.72543497
498.9180423,420.4783201,335.4959045,264.3082199
863.3526599,635.1863926,460.2644095,341.2357642
133.3072035,61.40912201,28.84218478,13.5211836
399.3468877,282.8455333,195.1033391,135.580022
935.1008291,654.095565,435.8307547,291.2429622
423.7795582,162.2721507,81.51736733,49.05034826
307.6654751,155.9276758,99.22972,71.34890866
359.5451567,236.3468518,168.1196645,128.189403
210.3181878,111.3320552,72.12626202,51.84319521
253.6776681,179.069628,125.6292682,90.26988579
210.1219033,125.681794,79.09915773,52.80740857
128.758425,67.34607468,37.38630357,22.41163664
262.689027,146.9865721,80.48290028,44.74832313
170.2670212,127.6881531,94.73984868,71.88334368
389.4647035,249.2148409,162.5799575,110.6493066
328.4357986,196.6548939,120.232768,76.70786579
757.1444726,513.9492311,345.4842832,238.773711
813.5125528,525.4217416,382.2400275,298.6416931
581.3474568,389.4263299,266.2415274,191.0682692
147.3487394,88.81017611,55.8992412,36.88662937
208.2501073,111.7717355,65.56456857,42.01806492
353.0600901,186.8269588,103.4121781,61.75361601
198.0694958,94.58246196,57.30488579,39.99028782
1183.760806,543.3864363,309.9463209,202.3346506
1140.126104,794.8195232,527.3481961,351.408593
314.3303241,172.3410664,93.86180465,52.61128528
219.2756571,145.7636089,96.70488739,65.8120409
354.2326426,179.1701572,109.0442899,75.56750204
623.1152065,397.1439482,251.4867676,163.5651174
483.155059,318.9238363,217.6105027,156.967641
375.1603081,167.0707863,99.33514312,68.75216031
213.5870677,125.0771654,78.27639265,52.20282772
307.4117229,230.2893682,169.1141965,125.7678736
558.2753717,367.0782431,243.8350832,167.7357407
119.4085372,63.44244094,34.69886967,20.23103361
398.9974105,310.51396,216.2862786,144.4366203
310.0326453,208.2780106,150.315339,114.7598944
313.8708323,166.1088732,92.26352407,55.32485629
176.7507704,92.06778513,53.90368421,34.70073219
296.0556733,123.8975932,73.47564794,52.01638846
1231.348213,719.1166173,414.9314171,249.5853168
278.9410797,129.3931404,77.91005898,53.73554258
220.3499769,157.5093941,114.307234,85.51793146
280.8505637,197.438307,140.1050638,103.62296
450.2411999,251.9799422,146.7847859,92.37559711
422.5307811,278.7930893,191.0135611,136.4344379
121.5946152,27.65688003,9.750439334,3.827233919
402.410593,262.5035245,176.2852111,125.4346319
513.0055473,388.2089474,293.3404174,225.5761009
329.0575067,177.4562826,108.4246429,73.06409756
201.5762808,116.3796876,75.06940908,51.82767102
230.0578192,130.4950433,89.02695917,67.0914195
71.48933173,45.95452878,31.4871984,22.82032638
446.0691289,273.8758298,172.334579,113.0859987
280.7029057,167.050889,110.1748848,78.51271621
550.3077956,218.3158386,109.4823657,65.00135157
82.46663798,46.52438689,29.14129684,20.04866548
95.43461511,55.79010209,31.00708678,16.41867911
491.9855772,361.553437,267.4259106,201.3774612
383.3877124,267.2693486,175.7350667,115.0831654
532.0099923,346.3641927,230.6303378,160.5837202
153.9087433,73.82477893,36.8657589,19.02517093
256.3506812,168.4630769,113.7896547,78.94772837
329.5936641,158.8177702,96.03688264,67.34587756
497.2241746,411.6741164,315.1006744,237.8672928
277.7482576,191.6208124,132.6550418,94.84251801
143.7172928,59.78761306,34.90578685,24.45862493
509.144295,279.4569406,167.2048171,109.1993863
296.809438,176.3516093,113.1077132,78.05973774
474.8947045,207.9867121,118.0696998,78.6203975
186.048024,108.0419771,68.84863603,47.57289211
163.2490686,96.13915689,60.18690821,39.83059764
98.83641178,46.82460444,19.96389061,6.546184671
427.3658801,360.2352016,290.4836937,232.0217224
203.6328773,82.24108162,47.13545684,31.79606219
121.602396,39.99988211,19.2258483,10.86581361
466.6382907,280.2600516,187.6631648,135.7644869
520.0388365,294.0499827,176.0834674,113.8474538
289.4575779,182.5101527,123.8575431,89.2326847
212.7128207,113.37213,67.63650958,44.8340114
533.5707177,400.7398481,305.6373823,239.7807768
243.6544032,101.4553323,48.84232589,27.02755573
331.4601093,151.7114937,83.14239781,52.18147715
312.4991828,190.0947758,121.4868046,81.9846768
214.9673935,114.5124763,64.65280171,39.45994431
394.068184,201.5591698,132.0197925,97.78379397
-8.65568062,-14.84493085,-15.57390862,-14.39340079
772.7067801,642.5718827,507.6489082,398.3472399
363.0175405,160.5090983,85.88304916,53.96803838
404.8920334,302.4805708,219.0970296,160.9333248
469.2980129,288.4410285,189.9101888,134.0810206
187.9169282,114.4093354,70.60932107,45.86404875
352.5848486,198.1991098,126.3670197,87.80130713
302.8567837,227.4171797,161.2168139,113.3675211
434.9307497,293.0514666,202.0711475,146.2005278
121.7014603,52.24966101,20.42916239,6.29182805
199.7353481,115.288465,67.71979295,41.3949461
374.5570787,219.4268775,136.0228811,90.43300126
316.4861256,186.4356549,114.1406114,75.05222001
664.2998129,473.7548904,344.6565318,258.74539
539.7160934,421.4699474,315.4953553,237.3736692
439.7037575,284.7144729,198.3355485,145.3778923
264.9761786,202.8165777,151.9976497,114.4436795
429.490849,315.9745382,225.4094218,162.0455415
293.6022751,173.4536472,116.1583929,84.85846008
496.2111616,307.1197623,197.690326,134.8849892
169.8753041,120.1069313,83.73164596,60.06708606
515.1793924,369.1554952,267.7247702,200.621564
342.8534386,215.272065,134.2659707,87.23136803
400.2681952,198.130401,119.2433475,82.53145234
464.3402741,192.7469216,102.3856998,64.04611296
369.1763564,230.204193,153.1843401,108.4487345
115.5425491,73.86854602,46.77827594,30.33407044
250.1469745,157.4688993,102.6976929,70.63112717
383.1999904,177.7719248,99.75433409,64.38758681
369.6183282,222.1206368,137.2174964,89.73884658
223.3727894,145.9967025,96.9810242,66.97984579
232.5427845,155.0643199,103.886092,72.85608849
395.0431725,221.0193677,131.2973222,84.84332152
215.3361596,171.4306847,129.4801699,96.60563279
243.8409469,169.6177102,115.2760815,78.95758638
668.1881746,458.1313831,328.2809975,244.0225008
420.5820622,225.617949,141.5491235,98.84727023
491.5911593,278.2285719,171.4718311,115.4138867
724.4822069,324.8413476,189.4674936,130.1101763
976.8268567,640.7088633,429.3971953,298.3258583
576.0282366,386.5520226,273.8392451,204.5612045
344.1913704,192.4213066,112.223006,69.90984482
298.9956435,190.0404692,121.0903738,80.33831559
362.7862952,256.6554642,185.0728832,138.0084362
64.24892208,47.77089912,36.52225473,28.81388822
684.0512951,375.9004668,244.8903379,179.8249337
317.1079741,167.9085594,92.61019191,54.83393405
457.168352,272.1309354,172.6494553,118.6019311
262.0619746,119.3332259,70.10343533,47.32749132
505.0452615,316.0379837,191.6600932,118.85921
388.1151556,213.8976352,124.9463197,79.03766666
191.7958466,140.9575768,101.5634245,73.89409046
296.4718294,212.5973469,155.4208072,117.6919695
239.0412654,167.1095521,118.4836804,87.4420829
627.3592491,541.0101482,454.8556452,381.9062852
373.7003382,143.7531941,69.66734449,39.6056856
100.6998247,74.64557767,54.28984116,39.686074
323.3151049,164.477853,99.9038165,67.39570769
328.0332229,168.2040108,104.1828656,73.4889309
144.433337,85.85591559,52.58822041,33.11558245
429.3355058,306.5772624,208.1882865,141.7267992
317.7638648,204.3543981,130.0321243,85.58868698
237.510848,78.17098792,40.36244449,25.79836654
97.27996236,49.68203053,25.5500084,13.65507266
660.0110066,488.8991962,342.7743909,238.7059102
308.3829359,219.5852633,152.3561208,107.2882401
407.5064415,259.9804873,179.0402484,130.9505265
212.4535887,127.6430116,81.40876172,55.719838
915.7248758,702.6073447,535.3967344,410.9392626
222.2147973,112.2445579,61.50560593,36.59364904
188.2410767,73.70849269,39.69006466,25.81972868
749.1369996,570.4312594,414.5551074,302.5901746
558.952637,350.9626905,229.1951188,159.302521
593.8839008,426.2792562,314.42633,240.987029
112.5766049,49.29636419,28.42051987,19.08796002
850.5259454,573.1268211,380.3024469,259.3913539
586.8694595,340.834139,210.1636294,139.4223161
260.013632,175.2516537,116.8455497,80.33406649
462.7530122,272.4566808,164.8754131,104.4836056
232.1905618,147.6582994,97.51728241,68.14837811
459.9901304,176.1906682,85.44476739,49.10666606
187.7608957,143.1615387,112.9223014,91.67191914
219.248685,128.6753415,82.60480887,57.25474017
271.7075085,205.0470718,159.0235322,127.037187
354.272748,219.1378194,143.3381452,98.75041866
386.0474913,185.4558015,100.0119131,60.52071609
319.2701596,193.5890049,121.3636565,81.1164016
504.6215251,400.522094,301.051146,225.5702593
761.0547497,537.8472189,357.8901534,237.8750897
433.9079176,259.4185312,152.3294815,92.72141523
341.6091763,236.5029283,163.17347,116.7524708
90.82239968,42.57731842,18.07352873,5.627079477
949.4926787,548.6817923,304.0591909,172.9746965
275.6658656,133.3969284,76.92739864,50.24705754
518.3982348,352.8568119,244.5667592,176.8874151
509.8622975,294.325522,181.9854677,121.498051
112.8604341,59.48168884,31.10616501,16.60698874
409.0561143,219.0565702,123.3128988,75.31186344
332.5974696,173.7181325,114.5114148,84.87756812
526.6169533,194.031032,119.739674,88.74601704
281.0069552,148.9485673,85.20914273,53.76986793
134.1280627,55.94444006,30.98836789,20.14021161
411.8440282,258.7037884,162.4655281,106.2192662
168.8172551,116.2331149,80.72581403,57.60613213
141.6640081,106.4851427,77.96168592,57.57315601
338.9104455,378.6927983,339.1656416,269.1178294
31.24750216,18.39697595,11.10313667,7.024164114
260.0616506,145.0134397,88.57552012,58.75069731
377.192285,236.2087753,152.4198214,103.6010432
201.0863868,124.7326932,81.26460105,56.38622434
520.7288209,353.0435846,237.3711816,165.4100903
622.2141171,354.3011299,220.8136133,149.2909453
441.9209138,333.6615583,244.8068139,181.6838734
76.46670543,56.9731367,42.85300125,33.19944583
238.1982892,105.3397822,53.96482932,31.58300003
435.724087,305.6747114,204.4566498,138.5475297
631.9516728,483.9840143,357.8806871,264.8883206
549.7730188,473.8256474,362.715719,262.0390364
292.5982422,182.0031551,119.3488725,81.96926394
418.7850015,265.7265814,169.151225,112.1087618
206.3292396,124.7178544,80.33393323,55.41781742
444.6988278,258.5038945,158.1137102,103.3594594
517.5759763,314.2618741,194.7562251,127.6052417
374.8493948,158.5357955,88.12780962,57.38890683
327.658426,217.649944,146.4495832,102.5165704
283.6792281,165.5602997,105.4541449,73.50623812
476.4512994,308.2135987,229.5557849,181.6376348
308.9588728,189.2059231,121.4487618,82.867174
207.3075486,122.799702,77.61609349,52.1548214
1025.51881,821.3525665,629.2979518,475.2454205
248.8251021,141.528802,84.69665598,53.96022046
279.4119439,111.6027459,60.92004931,40.1447212
424.981581,247.5161299,153.5525021,102.0284861
404.0414054,263.7419851,171.827752,116.4241975
302.1810181,189.7151987,118.7847593,76.87267411
254.209887,143.9158256,90.28283104,61.93568341
408.101857,320.6032494,241.5502977,181.0675943
789.7788818,683.2489227,508.1949083,353.1364827
330.2210433,256.4850046,197.5171536,153.9408123
228.1120421,136.3814299,86.58396444,58.4219149
258.1374086,104.2047742,55.32515925,35.32349956
526.3625525,357.3329107,237.903345,160.5296485
683.0182393,439.6198495,288.4066435,197.4999434
186.1812237,97.06835641,59.23276397,40.24207277
136.9712474,94.18985851,68.65622671,52.34965533
355.6159246,217.1548068,140.2748408,95.85124657
381.6817168,166.7017344,93.81239666,62.83142519
295.5269499,172.0184142,108.0317679,73.87074237
252.1902306,142.1942513,90.11099732,62.32246032
209.4850368,154.0046393,114.5615014,87.44058173
231.1617896,125.5546322,83.53281702,62.6222843
535.0452332,354.2058266,232.1419379,156.5030452
103.2169319,48.83404034,26.32406364,15.94854222
374.2626342,270.2646366,188.7969715,132.7266615
198.8931153,101.7454337,62.91845263,43.72597689
109.5639287,61.03531266,36.2953022,23.41180751
162.286129,93.49950429,55.80808183,35.88484561
294.8389265,179.2439288,112.2181252,74.22333611
520.4067637,378.4972042,263.4865965,184.0447068
213.415522,144.0635002,97.29457826,67.53180466
162.0285184,100.6675702,63.43302711,41.78813978
479.7172446,204.3830372,101.2743788,58.2523758
639.7769907,328.6390696,204.9171431,146.5488084
215.8020815,133.8310929,84.9612097,56.65518779
431.1348736,170.9184252,95.83247624,64.30024837
168.3345094,81.2680584,48.11446951,32.47335187
430.2354114,189.3629231,101.6833746,63.52889822
166.1859737,109.1165923,71.85210538,48.94238886
57.54569882,25.97658864,12.75895205,6.727740035
418.6312539,301.1998508,201.7742045,134.2458371
315.1624402,167.6485105,93.38206248,55.93310556
197.1279093,82.60877386,45.65867225,29.25572289
532.7534235,270.0080518,179.653007,133.6189389
337.0868722,135.0244192,73.5041335,47.28930108
144.2500742,93.9156198,62.44455149,43.76744978
