MARKAL-NETL,REGEN-EPRI,IPM-NRDC,Haiku-RFF,NEMS-RHG,RIO-REPEAT,ReEDS-NREL,EPS-EI,GCAM-CGS
110.7483868,114.1295532,142.9035005,247.1981044,358.7351187,364.5581995,474.1647539,519.7590266,566.1247942
27.7331272,28.5798241,35.78527028,61.90226934,89.83288119,91.29107166,118.7382661,130.1557847,141.7664977
7.519848358,7.749430556,9.703190124,16.7848247,24.3582211,24.75361002,32.19592761,35.29179227,38.44004166
56.04225733,57.7532366,72.31378241,125.0902173,181.5315456,184.4782124,239.9426656,263.0148389,286.4774134
9.068440338,9.345301302,11.70140627,20.24138974,29.37440548,29.85121839,38.82616175,42.55957001,46.35615079
69.78952827,71.92021397,90.052489,155.7750825,226.0615746,229.7310643,298.801052,327.5328726,356.7508608
2.301351496,2.371612133,2.969534763,5.136776647,7.454515823,7.575519444,9.85314366,10.80059265,11.76407331
90.69039103,93.45918348,117.0217888,202.4272623,293.7634499,298.5318939,388.2872534,425.623801,463.5921157
9.41528133,9.702731407,12.14895041,21.01556296,30.49788951,30.99293911,40.31114748,44.18734754,48.12913631
20.89611026,21.53407192,26.96316749,46.64157188,67.68648113,68.78518553,89.46585375,98.0686242,106.8169611
5.719035472,5.893638559,7.379522282,12.76528506,18.52504517,18.82574848,24.48581983,26.84030346,29.234627
54.53923196,56.20432362,70.37436285,121.7353601,176.6629601,179.5305988,233.5075231,255.9609121,278.7942322
10.41599302,10.73399499,13.44021259,23.24922107,33.73938527,34.28705167,44.59565423,48.88383973,53.24458507
42.57672171,43.87659598,54.93861126,95.03420498,137.914111,140.1527684,182.2905177,199.8190318,217.6441437
7.687797007,7.922506706,9.919901633,17.15969777,24.90223877,25.30645832,32.91499298,36.08000083,39.29856338
13.85944701,14.2825782,17.8834523,30.93524996,44.89338862,45.62210967,59.3386637,65.04449315,70.84687022
31.35498086,32.31225355,40.4587069,69.9864987,101.564755,103.2133803,134.2450866,147.1536949,160.2807282
47.05989082,48.49663697,60.72344097,105.0409503,152.4359496,154.9103292,201.4850255,220.8592264,240.5612557
77.6615918,80.03261288,100.2101578,173.3460759,251.5606877,255.6440856,332.5049747,364.4776643,396.9913597
13.53443891,13.94764754,17.46408008,30.20980925,43.84062546,44.55225778,57.94715459,63.51918066,69.18549028
3.955065039,4.075813821,5.103393873,8.827980328,12.81120897,13.01916381,16.93345153,18.56172188,20.21754398
18.75910881,19.33182746,24.20570079,41.87163596,60.76432639,61.75066859,80.31636816,88.03935129,95.89301404
49.1815994,50.68312166,63.4611746,109.7767515,159.3085678,161.8945056,210.5690353,230.8167275,251.4070284
29.39912332,30.29668336,37.93497814,65.6208886,95.22935995,96.77514746,125.8711614,137.974558,150.2827546
74.0940748,76.35617901,95.60683417,165.3831298,240.0048206,243.9006407,317.2307945,347.7347643,378.754888
36.87860694,38.00451683,47.58608387,82.31561638,119.456832,121.395886,157.894269,173.0769124,188.5164593
20.13604501,20.75080175,25.98242195,44.94505335,65.22448499,66.28322564,86.21166499,94.50152233,102.9316513
9.722359244,10.01918446,12.54518651,21.70098223,31.49257336,32.00376893,41.62588918,45.6285109,49.69886048
35.61122798,36.69844459,45.95072922,79.48673838,115.3515501,117.2239662,152.4680371,167.1289101,182.037858
11.94747208,12.31223035,15.41634718,26.66758888,38.70013763,39.32832824,51.15262008,56.07130391,61.07321618
3.816388291,3.932903248,4.924453182,8.518444176,12.36200856,12.56267187,16.33971262,17.9108908,19.50865468
9.237103058,9.519113323,11.91903918,20.61785666,29.92073615,30.40641725,39.54828439,43.35112981,47.2183227
23.34515512,24.05788652,30.12327747,52.10801038,75.61940386,76.84687751,99.95134057,109.5623642,119.3360149
21.24518759,21.89380664,27.41359727,47.42073677,68.81720908,69.93426775,90.96041426,99.70689721,108.6013783
19.56595528,20.16330709,25.24681018,43.67257342,63.37785579,64.40662147,83.77084881,91.82600452,100.0174605
3.303867993,3.404735623,4.263125765,7.374463216,10.7018577,10.87557301,14.14537763,15.50555508,16.88874792
11.72881294,12.08689551,15.13420171,26.17952647,37.99185904,38.60855268,50.21643979,55.04510331,59.95547204
14.60456386,15.05044358,18.84490924,32.5984026,47.30696401,48.07486284,62.52885145,68.54143986,74.65576653
5.020003522,5.173265049,6.4775307,11.20499711,16.26074754,16.52469619,21.49294272,23.55964018,25.66130796
15.55986034,16.03490542,20.07757019,34.73069081,50.40135127,51.21947899,66.61891483,73.02479158,79.53906136
9.550955261,9.842547485,12.32401644,21.31839662,30.93736322,31.43954647,40.89202994,44.82408594,48.82267577
10.02530945,10.33138379,12.93609645,22.37718817,32.47388679,33.00101129,42.92295829,47.05030232,51.24748462
87.37082852,90.03827419,112.7384118,195.0177678,283.0107547,287.6046582,374.0746803,410.0445892,446.6231404
13.2671058,13.67215271,17.11912846,29.61310317,42.97468262,43.67225874,56.80257869,62.26454574,67.81893405
21.08351964,21.72720294,27.20499003,47.05988265,68.2935358,69.40209406,90.26823945,98.94816492,107.7749623
12.69756264,13.0852213,16.38422193,28.3418432,41.12982383,41.79745373,54.36410259,59.59159303,64.90753718
34.72776934,35.78801381,44.81076379,77.51479722,112.4898593,114.3158237,148.6855445,162.9827043,177.5217846
43.43041545,44.75635313,56.04016973,96.9397088,140.6793876,142.9629317,185.945573,203.8255464,222.0080645
19.45951776,20.05362002,25.10946918,43.43499748,63.0330844,64.05625367,83.31514088,91.32647707,99.47337208
9.704709006,10.00099536,12.52241164,21.66158567,31.43540088,31.94566841,41.5503204,45.54567566,49.60863581
23.3606332,24.07383714,30.14324951,52.14255853,75.66954031,76.89782778,100.0176093,109.6350052,119.4151359
25.50621737,26.28492635,32.91179086,56.93165167,82.6194961,83.96059705,109.2038415,119.7045581,130.3829561
7.801370529,8.039547645,10.06645053,17.41320177,25.27012503,25.68031621,33.40125344,36.61301864,39.87912972
20.29395063,20.91352826,26.18617451,45.2975097,65.7359714,66.80301462,86.88773157,95.24259746,103.738835
9.489409043,9.779122251,12.24460065,21.18102118,30.73800329,31.23695048,40.62852229,44.53524018,48.50806315
16.04851626,16.53848008,20.70810435,35.82140481,51.98420084,52.82802178,68.71107543,75.31812811,82.03697791
13.91390038,14.33869403,17.95371587,31.05679366,45.06977345,45.80135762,59.5718036,65.30005108,71.12522553
18.82585226,19.4006086,24.29182279,42.02061199,60.98052114,61.97037267,80.60212756,88.35258846,96.23419394
4.987443643,5.139711112,6.435517261,11.1323212,16.1552799,16.41751656,21.35353891,23.40683171,25.49486802
10.8744183,11.20641606,14.03173883,24.27245819,35.22431206,35.79608217,46.55838358,51.03529929,55.58796834
7.920909819,8.16273649,10.22069732,17.68002179,25.65733556,26.07381204,33.91305609,37.17403472,40.49019195
15.30858225,15.77595577,19.75333505,34.16982063,49.58741367,50.39232934,65.54307781,71.84550526,78.2545753
45.00124713,46.37514255,58.06708273,100.4459144,145.7676106,148.133748,192.6710255,211.1976984,230.0378588
17.52112622,18.05604907,22.60827757,39.1083727,56.75426501,57.67551486,75.01599564,82.2293107,89.56468136
14.54643473,14.99053976,18.76990268,32.46865434,47.11867268,47.88351512,62.27997392,68.26863101,74.35862142
1.347155158,1.388284025,1.738293381,3.006944036,4.363692142,4.434524717,5.767790503,6.322404086,6.886402216
43.26386666,44.58471958,55.82526452,96.56796032,140.1399044,142.4146914,185.2325011,203.0439076,221.1566986
8.325466863,8.579644726,10.74271501,18.58302125,26.96777288,27.40552072,35.64515076,39.07268246,42.558211
20.44754325,21.07181009,26.3843618,45.6403391,66.23348714,67.30860616,87.54533217,95.96343097,104.5239714
16.19147335,16.68580168,20.89256816,36.14049499,52.4472661,53.29860364,69.32314047,75.98904751,82.76774752
36.32019593,37.42905744,46.86554165,81.06920416,117.6480323,119.5577255,155.5034548,170.4562045,185.6619679
19.53740592,20.13388612,25.20997169,43.60884926,63.28537898,64.31264355,83.64861588,91.69201804,99.87152159
11.4777985,11.82821757,14.81030678,25.61924479,37.17877548,37.78227094,49.14173162,53.86705439,58.67233377
8.011767758,8.256368336,10.3379353,17.88282303,25.95164173,26.37289547,34.30206069,37.60044485,40.95464054
16.5643525,17.07006489,21.37371047,36.97278719,53.65509268,54.52603597,70.9196075,77.73902607,84.67383516
68.7673259,70.86680359,88.73349646,153.4934557,222.7504664,226.3662093,294.4245338,322.7355214,351.5255557
6.754917626,6.961146364,8.716166455,15.07744609,21.88046477,22.23563411,28.92090752,31.70185598,34.52986053
13.57108555,13.98541301,17.51136686,30.29160711,43.95933093,44.67289011,58.10405573,63.69116894,69.372821
15.95659828,16.44375584,20.58949855,35.61623749,51.68646102,52.52544897,68.31753232,74.88674308,81.56711062
41.61130036,42.88170016,53.69288575,92.87931737,134.7869274,136.9748235,178.1571051,195.2881626,212.7090925
52.79596737,54.40783688,68.12495211,117.8442723,171.0161941,173.792173,226.0438061,247.7795063,269.8829935
7.657612547,7.891400708,9.880953299,17.09232396,24.80446555,25.20709802,32.78575943,35.93834056,39.14426613
22.46954145,23.15554022,28.99343476,50.15357977,72.78312444,73.96455887,96.20243597,105.4529761,114.8600435
10.02632181,10.33242705,12.93740275,22.37944783,32.47716602,33.00434374,42.92729267,47.05505348,51.25265961
24.66769802,25.42080687,31.82981258,55.06001816,79.90337224,81.20038437,105.6137547,115.7692593,126.0966039
10.05619877,10.36321616,12.9759543,22.44613529,32.57394318,33.10269182,43.05520967,47.1952706,51.40538498
6.54248389,6.742226991,8.442053888,14.60327921,21.19235143,21.53635114,28.01138104,30.70487214,33.44393947
30.1859812,31.10756414,38.95029538,67.37721013,97.7781425,99.3653025,129.2400617,141.6674017,154.3050232
10.89987502,11.23264998,14.06458676,24.32927936,35.30677123,35.87987984,46.66737551,51.15477156,55.71809828
16.3427484,16.84169518,21.08776499,36.47815142,52.9372748,53.79656628,69.97081849,76.69900432,83.54103694
15.67414132,16.15267542,20.22503195,34.98577391,50.77152912,51.59566566,67.10820423,73.56112959,80.12324409
35.98071322,37.07921027,46.42749223,80.31145515,116.5483832,118.4402266,154.0499732,168.8629606,183.9265966
50.7259345,52.27460556,65.45389791,113.2238149,164.3109634,166.9781013,217.1810437,238.0645271,259.3013772
36.36942954,37.47979416,46.92906994,81.179097,117.8075094,119.7197912,155.7142465,170.6872654,185.9136408
42.40217399,43.69671929,54.71338468,94.64460233,137.3487177,139.5781975,181.5431987,198.9998528,216.7518888
11.80117961,12.16147155,15.2275796,26.34105391,38.22626847,38.84676711,50.52627478,55.38473111,60.32539678
18.08454106,18.63666505,23.33527643,40.3659538,58.57927296,59.53014681,77.42823352,84.87350221,92.44475135
8.291576872,8.544720068,10.69898527,18.50737644,26.85799674,27.29396267,35.50005213,38.91363158,42.38497178
29.64730732,30.55244446,38.25522084,66.17485255,96.0332752,97.59211206,126.9337512,139.1393232,151.5514242
21.2108881,21.85845998,27.36933914,47.34417792,68.7061065,69.82136173,90.81356238,99.54592449,108.4260458
6.261284019,6.452442043,8.079209363,13.97562154,20.28149149,20.61070589,26.80743513,29.38515837,32.00649895
4.020870587,4.143628423,5.188305657,8.974862889,13.02436567,13.23578053,17.21519533,18.87055732,20.55392949
5.14861924,5.305807427,6.643489202,11.49207634,16.67735835,16.94806953,22.04360573,24.16325331,26.31876717
11.25589522,11.59953954,14.52397524,25.12394123,36.45998848,37.05181641,48.19166166,52.82562854,57.53800619
5.922133111,6.102936802,7.641588072,13.21861311,19.18291711,19.49429916,25.35537419,27.79347157,30.27282369
16.70728963,17.21736591,21.55814851,37.2918328,54.11809326,54.99655209,71.53158705,78.40985174,85.40450269
21.02372935,21.66558724,27.12783999,46.92642656,68.09986365,69.20527818,90.01224972,98.66755998,107.4693257
40.69538662,41.93782342,52.51104208,90.83493418,131.8201083,133.9598463,174.2356574,190.98964,208.0271148
0.805147493,0.829728777,1.03891712,1.797145219,2.608026081,2.650360232,3.447206533,3.778679662,4.115761607
9.919935174,10.22279241,12.8001274,22.14198545,32.13255943,32.65414341,42.47180256,46.5557648,50.70883125
50.97306584,52.52928186,65.77278231,113.7754292,165.1114688,167.7916007,218.2391266,239.224352,260.5646658
21.16956633,21.81587665,27.31601985,47.25194486,68.57225742,69.68533997,90.63664489,99.35199514,108.2148167
13.22094467,13.62458226,17.05956472,29.51006829,42.8251579,43.5203069,56.60494163,62.04790449,67.58296705
26.67431553,27.48868674,34.41903915,59.53892803,86.40318852,87.80570734,114.2050067,125.1866205,136.3540528
2.395240085,2.468367156,3.090683327,5.34634251,7.758638845,7.88457907,10.25512387,11.24122608,12.24401401
18.48354236,19.04784793,23.85012532,41.25655249,59.87171419,60.84356728,79.13654154,86.74607605,94.48437054
14.22022177,14.65436746,18.34897579,31.74052431,46.06200677,46.80969713,60.88330628,66.73766396,72.6910825
8.259560607,8.511726341,10.65767328,18.4359139,26.75428997,27.18857249,35.36297579,38.76337438,42.22131069
18.20715671,18.76302418,23.4934928,40.63964048,58.97644843,59.93376933,77.95320752,85.44895615,93.07153939
16.13878212,16.63150178,20.82457835,36.0228845,52.27658917,53.12515623,69.09754509,75.74175954,82.49839992
9.056853464,9.333360679,11.68645522,20.21552703,29.33687339,29.81307707,38.77655301,42.50519104,46.29692089
22.14104725,22.81701704,28.56956428,49.42035785,71.71906914,72.88323155,94.79600127,103.9113029,113.1808433
27.53583339,28.37650689,35.53069343,61.46189585,89.19380899,90.64162587,117.8935607,129.2298549,140.7579691
15.79047899,16.27256489,20.37514754,35.24544767,51.14836897,51.97862248,67.60629925,74.10711995,80.71794021
6.283631346,6.475471638,8.1080451,14.02550233,20.35387874,20.68426815,26.90311431,29.49003778,32.12073426
7.778218612,8.015688897,10.0365766,17.36152509,25.19513157,25.60410543,33.30212944,36.50436318,39.76078151
72.71494029,74.9349393,93.82727643,162.3048056,235.5375413,239.3608473,311.3260857,341.2622763,371.7050134
5.235446192,5.395285219,6.755525826,11.68588014,16.95860739,17.23388387,22.41535182,24.5707454,26.76261012
36.27815835,37.38573645,46.81129873,80.97537336,117.5118646,119.4193475,155.3234726,170.2589158,185.4470798
3.822135998,3.938826435,4.931869701,8.53127346,12.38062648,12.581592,16.3643212,17.93786567,19.53803588
73.145626,75.3787739,94.38300908,163.2661261,236.9326143,240.7785655,313.1700491,343.2835498,373.9065972
15.286078,15.75276446,19.72429683,34.11958957,49.51451811,50.31825052,65.44672676,71.73988938,78.13953783
21.52859781,22.18586941,27.7792939,48.05332808,69.73522875,70.86718894,92.17382367,101.0369845,110.0501177
11.4513821,11.80099467,14.77622054,25.56028155,37.09320773,37.69531423,49.02863086,53.74307821,58.53729813
30.33063246,31.25663162,39.13694524,67.7000818,98.24669547,99.84146114,129.8593802,142.3462721,155.044453
16.34045894,16.83933582,21.0848108,36.47304119,52.92985881,53.78902991,69.96101627,76.68825955,83.52933367
10.0265606,10.33267313,12.93771087,22.37998083,32.4779395,33.00512978,42.92831504,47.05617415,51.25388026
11.88750234,12.25042973,15.33896561,26.53373226,38.50588425,39.13092168,50.89586209,55.78985683,60.76666225
24.36178564,25.10555493,31.43508041,54.37720042,78.91246375,80.19339119,104.3040032,114.3335659,124.5328377
17.93617093,18.48376516,23.14382795,40.03478136,58.09867386,59.0417465,76.79299281,84.17717864,91.68631135
16.21709893,16.71220961,20.92563397,36.19769307,52.53027224,53.38295716,69.43285536,76.10931226,82.89874065
14.21176633,14.64565388,18.33806537,31.72165119,46.034618,46.78186378,60.84710467,66.69798131,72.64785991
30.26051508,31.18437355,39.04646971,67.54357494,98.01957194,99.61065088,129.5591755,142.0172005,154.6860263
10.14560245,10.45534935,13.09131579,22.64569052,32.86353873,33.39698816,43.43798793,47.61485568,51.86239968
13.68891467,14.10683947,17.66340694,30.55460991,44.34100189,45.06075645,58.60853635,64.24415893,69.97514116
