MARKAL-NETL,REGEN-EPRI,IPM-NRDC,Haiku-RFF,NEMS-RHG,ReEDS-NREL,RIO-REPEAT,GCAM-PNNL,EPS-EI
2.444636496,4.624076264,4.69240933,9.220751594,11.98211259,15.20019586,15.78402927,16.49919225,17.06691647
8.456671054,15.99595358,16.23233648,31.89711978,41.44942813,52.58166464,54.60130523,57.07525098,59.03916543
14.917131,28.21603601,28.63300324,56.26487198,73.1146506,92.75134088,96.31388258,100.6777951,104.1420388
20.46347184,38.70704482,39.2790447,77.18472293,100.2994204,127.2372316,132.1243625,138.1108221,142.8631067
10.28776871,19.45950949,19.74707567,38.80370758,50.42434865,63.96701499,66.42396231,69.43358412,71.82273908
10.93889569,20.69112852,20.99689516,41.25964743,53.6157748,68.01557505,70.62802594,73.82813085,76.3684987
6.087417144,11.5144649,11.68462185,22.96069843,29.83679485,37.85018061,39.30399083,41.0848263,42.49852282
4.09644842,7.748509826,7.863014736,15.45110423,20.07828415,25.47078817,26.4491109,27.64750104,28.59882978
16.83332114,31.84054597,32.31107501,63.49241412,82.50664242,104.665777,108.6859474,113.6104293,117.5196747
11.35028684,21.46928267,21.78654862,42.81134461,55.63216253,70.573512,73.28421221,76.604667,79.24057328
9.897806855,18.72188926,18.99855513,37.33283803,48.51299421,61.54232054,63.90613632,66.80167726,69.10027037
12.10295124,22.89296165,23.23126625,45.65026626,59.32126297,75.25340871,78.14386187,81.68450388,84.49520334
17.33515508,32.78977437,33.27433079,65.38524607,84.96632538,107.7860667,111.9260862,116.9973764,121.023164
16.18776166,30.61945799,31.07194219,61.05747396,79.34250479,100.6518345,104.5178309,109.2534585,113.0127839
11.64893704,22.03418519,22.35979908,43.9378022,57.09596312,72.43045129,75.21247579,78.62029882,81.32556139
13.03180255,24.6499015,25.01416958,49.15373485,63.87392386,81.0287957,84.14107915,87.95345075,90.97985974
10.87796894,20.57588442,20.87994802,41.02984213,53.31714915,67.63674634,70.23464656,73.41692774,75.94314641
13.98226492,26.4477191,26.83855472,52.73871669,68.53250897,86.93855539,90.27783034,94.36825371,97.61539101
3.178414362,6.012031006,6.100874808,11.98843646,15.57864281,19.76266039,20.52173623,21.45156129,22.18969263
8.573442366,16.21682873,16.45647565,32.33756123,42.02176967,53.3077222,55.35525037,57.86335684,59.85438938
2.120575797,4.011109311,4.070384155,7.998449952,10.39376529,13.18525986,13.69170039,14.31206146,14.80452822
5.123016675,9.690283136,9.833482929,19.32314447,25.10989373,31.853757,33.07724699,34.57595319,35.76568452
13.10233251,24.78331027,25.14954982,49.41976184,64.21961861,81.46733504,84.59646262,88.42946732,91.47225566
6.871244587,12.99708936,13.18915604,25.91716175,33.67863747,42.72384207,44.36484766,46.3749869,47.97071369
12.61642019,23.8641979,24.2168551,47.58698349,61.83797364,78.44604229,81.45912323,85.14997734,88.07992101
22.51750448,42.5922865,43.22170119,84.93218348,110.3670319,140.0087412,145.3864207,151.9737745,157.2030724
16.99491817,32.14620983,32.62125586,64.10193055,83.29869223,105.6705508,109.7293141,114.7010702,118.6478437
3.827702083,7.240171036,7.347163884,14.43743892,18.76105401,23.79978434,24.71392448,25.83369457,26.72261166
-0.546382424,-1.03349271,-1.048765323,-2.060861242,-2.678032391,-3.39728212,-3.52777036,-3.68761109,-3.814498884
2.779107561,5.256734623,5.334416905,10.48231936,13.62148514,17.27986117,17.94357368,18.75658406,19.40198335
9.250123208,17.49678336,17.75534503,34.88988587,45.3384452,57.51517037,59.72430493,62.4303701,64.57854998
15.24950978,28.84473678,29.27099474,57.51854802,74.74376806,94.81799685,98.45991797,102.9210658,106.4624987
10.02017431,18.95334962,19.23343594,37.79438719,49.11276462,62.30317366,64.6962135,67.62755227,69.95456309
19.62222225,37.11580527,37.66429034,74.01167306,96.17612954,122.0065322,126.6927541,132.4331114,136.9900305
11.39217508,21.54851508,21.8669519,42.96933992,55.83747308,70.83396361,73.55466767,76.8873766,79.53301069
-1.005234058,-1.901419273,-1.929517816,-3.791571287,-4.927042399,-6.250317623,-6.490389809,-6.78446469,-7.017912778
4.13169414,7.815177772,7.930667879,15.58404507,20.25103711,25.68993807,26.67667826,27.88537931,28.84489325
8.657167268,16.37519596,16.61718318,32.65335727,42.43213792,53.82830467,55.8958282,58.42842786,60.43890405
5.71582434,10.81159007,10.97136016,21.5591138,28.01547425,35.53970075,36.90476636,38.5768947,39.90429528
23.25883427,43.99452584,44.64466236,87.7283529,114.000577,144.6181619,150.1728873,156.9771125,162.3785714
20.64059265,39.04207218,39.61902299,77.85279239,101.1675582,128.3385287,133.2679599,139.3062351,144.0996529
14.42679703,27.28856001,27.6918213,54.41541593,70.71133343,89.70255533,93.14799441,97.36846284,100.718835
10.64225433,20.13002577,20.42750062,40.14076685,52.16182033,66.17112629,68.71273263,71.82605698,74.29753505
11.43716763,21.63361933,21.95331379,43.13904412,56.05799902,71.11371707,73.84516634,77.19103756,79.84712038
8.620196264,16.30526461,16.5462184,32.51390895,42.25092867,53.59842734,55.65712138,58.1789054,60.18079573
5.949165471,11.25295924,11.41925174,22.43923672,29.15916973,36.99056304,38.41135569,40.1517465,41.53333648
4.431521199,8.382306338,8.506177283,16.71494156,21.72060593,27.5541948,28.61254034,29.9089539,30.93809745
11.85558307,22.42506007,22.75645017,44.71723574,58.10881553,73.71532946,76.54670562,80.01498163,82.76823415
2.723300288,5.151174109,5.227296453,10.27182386,13.34795203,16.93286419,17.5832487,18.37993301,19.01237203
7.747517888,14.65457692,14.8711374,29.22231508,37.97359313,48.17231092,50.02259001,52.28907748,54.08830346
3.39104879,6.414233056,6.509020466,12.79045723,16.62084669,21.08477309,21.89463074,22.88666067,23.67417264
39.92661964,75.52195776,76.63799622,150.5963943,195.6958643,248.254675,257.7900372,269.4703178,278.7425793
14.6198638,27.65374947,28.06240741,55.14363085,71.65762864,90.90300079,94.39454849,98.6714974,102.0667059
3.793563176,7.175596646,7.281635235,14.30867279,18.59372597,23.58751634,24.49350336,25.60328633,26.48427525
10.8356978,20.49592775,20.79880978,40.87040258,53.10996185,67.37391393,69.96171886,73.13163388,75.64803582
13.13058181,24.83674436,25.20377354,49.52631339,64.35807941,81.64298281,84.77885694,88.6201258,91.66947454
29.58614436,55.96275279,56.7897518,111.5938866,145.0131803,183.9599425,191.0257699,199.6810097,206.551876
5.374137548,10.16528303,10.31550221,20.27032954,26.34073463,33.41516969,34.69863292,36.27080295,37.51885272
13.6577859,25.83396089,26.2157266,51.51483723,66.94211133,84.92101839,88.18280055,92.17829963,95.35008234
10.11415553,19.13111688,19.41383018,38.14886832,49.57340307,62.8875276,65.30301224,68.26184462,70.61068094
20.8263161,39.39337162,39.97551381,78.55330957,102.077861,129.493315,134.4671012,140.5597085,145.3962574
8.839586437,16.72024528,16.96733152,33.34141124,43.32624509,54.96254573,57.07363501,59.65960024,61.71244011
6.771105976,12.80767528,12.99694286,25.539456,33.18781926,42.10120287,43.71829314,45.69913746,47.2716088
7.214612786,13.64657682,13.84824141,27.21228799,35.36161833,44.85882774,46.58183727,48.69242671,50.36789477
25.73603125,48.68019088,49.39957061,97.07191709,126.1422812,160.0208115,166.1671465,173.69606,179.6728047
9.654299044,18.26128962,18.5311489,36.41436813,47.31946788,60.02824414,62.33390485,65.15820912,67.40025179
10.55214078,19.95957427,20.25453024,39.8008739,51.7201388,65.61082061,68.13090584,71.21786804,73.6684188
17.52394251,33.14686938,33.63670283,66.09732005,85.8916459,108.9599042,113.1450103,118.2715291,122.3411593
54.31202694,102.7322283,104.2503711,204.8556953,266.2043306,337.6998783,350.6707949,366.5594356,379.1724572
5.838901417,11.04439269,11.20760307,22.02333952,28.61872279,36.30496612,37.69942527,39.40755904,40.76354211
5.936197697,11.22843045,11.39436048,22.39032449,29.09560964,36.90993235,38.32762801,40.06422519,41.44280363
24.72290367,46.76384085,47.4549014,93.25057277,121.1765495,153.7214137,159.6257914,166.8583208,172.5997843
22.20158349,41.99471594,42.61529994,83.7405834,108.8185804,138.044416,143.3466465,149.8415797,154.9975105
27.97047594,52.90668536,53.68852282,105.4998611,137.0941621,173.9140823,180.5940523,188.7766385,195.272294
9.12769686,17.2652116,17.52035118,34.42811458,44.73838613,56.75395107,58.9338475,61.60409762,63.72384612
18.84338558,35.64262095,36.16933579,71.07403409,92.35874864,117.1639023,121.6641207,127.1766342,131.5526821
8.931509298,16.89411911,17.14377481,33.68812858,43.77679472,55.53410126,57.66714375,60.28000044,62.35418779
17.10925695,32.36248379,32.84072585,64.53319691,83.85911098,106.3814834,110.4675534,115.4727585,119.4460852
13.89156132,26.27615152,26.66445178,52.39659819,68.08793541,86.37458096,89.69219388,93.75608248,96.98215545
19.13052782,36.18575595,36.72049705,72.15708561,93.76614425,118.9492877,123.518082,129.1145972,133.5573288
5.575599455,10.54635204,10.70220254,21.03020946,27.32817765,34.66781418,35.99939098,37.63049742,38.92533321
5.995576958,11.34074745,11.50833726,22.61429292,29.38665045,37.27913915,38.71101589,40.46498409,41.85735233
21.47420444,40.61886469,41.21911681,80.99703379,105.2534133,133.5217379,138.6502542,144.9323972,149.9194069
2.761717393,5.22384079,5.301036978,10.41672662,13.53624918,17.17173304,17.8312924,18.6392154,19.28057612
5.945933493,11.24684589,11.41304805,22.42704624,29.14332855,36.97046732,38.39048811,40.12993343,41.51077284
43.84738548,82.93816067,84.16379332,165.3848539,214.91306,272.6331087,283.1048368,295.9321127,306.1149037
4.714707505,8.917958601,9.049745238,17.78307197,23.10861196,29.31498308,30.44095979,31.82021772,32.91512636
7.914705082,14.97081467,15.19204841,29.85291664,38.79304249,49.21184302,51.10205012,53.41744714,55.25549944
74.44941139,140.8224727,142.9035005,280.8104722,364.9054701,462.9095725,480.689743,502.4694485,519.7590266
18.64329635,35.26414838,35.78527028,70.31933166,91.37803364,115.9197928,120.3722254,125.8262041,130.1557847
5.055137144,9.561887717,9.703190124,19.06711446,24.7771898,31.43169745,32.63897631,34.11782478,35.29179227
37.67380447,71.26071518,72.31378241,142.0991601,184.6539425,234.2471807,243.2445207,254.2657545,263.0148389
6.09616144,11.5310049,11.70140627,22.99368042,29.87965405,37.90455066,39.36044921,41.14384277,42.55957001
46.91525944,88.7411024,90.052489,176.9563508,229.9499013,291.7084539,302.9128583,316.6376214,327.5328726
1.54705878,2.926291004,2.969534763,5.835241657,7.582735726,9.619260989,9.988732935,10.44131522,10.80059265
60.96563954,115.3176626,117.0217888,229.9519863,298.8162692,379.070534,393.6304808,411.4655939,425.623801
6.329321565,11.9720317,12.14895041,23.87312061,31.02246234,39.3542875,40.86586985,42.71747294,44.18734754
14.04718528,26.57051719,26.96316749,52.98358521,68.85070887,87.34221549,90.69699486,94.80641027,98.0686242
3.844560059,7.272058216,7.379522282,14.50102433,18.8436815,23.90460341,24.82276961,25.9474714,26.84030346
36.66341184,69.34953836,70.37436285,138.2881315,179.7016159,227.9647882,236.720824,247.4464738,255.9609121
7.00203923,13.24448991,13.44021259,26.41049682,34.3197128,43.53709352,45.20933577,47.25773817,48.88383973
28.62174304,54.13856942,54.93861126,107.9563294,140.286275,177.9635136,184.7990206,193.1721309,199.8190318
5.168038817,9.77544337,9.919901633,19.4929603,25.33056473,32.13369447,33.36793675,34.8798139,36.08000083
9.316864127,17.62302507,17.8834523,35.14162122,45.66556835,57.93015027,60.15522405,62.88081386,65.04449315
21.0780485,39.86952823,40.4587069,79.50280121,103.3116992,131.0585301,136.0924355,142.2586856,147.1536949
31.63550524,59.83915773,60.72344097,119.323726,155.0578936,196.7024041,204.2576643,213.5124318,220.8592264
52.20716944,98.75085047,100.2101578,196.9165321,255.8876068,324.6123513,337.0805812,352.3534592,364.4776643
9.098380923,17.20975995,17.46408008,34.31753987,44.59469734,56.57167122,58.74456636,61.40624028,63.51918066
2.658749916,5.029075856,5.103393873,10.02835087,13.03156559,16.5315046,17.16647304,17.94427355,18.56172188
12.61060905,23.85320602,24.20570079,47.56506486,61.80949099,78.40990995,81.42160305,85.11075715,88.03935129
33.061801,62.5370232,63.4611746,124.7034702,162.0487229,205.570788,213.4666793,223.1387005,230.8167275
19.76324432,37.38255119,37.93497814,74.54358424,96.86733346,122.8833755,127.6032766,133.384889,137.974558
49.80894453,94.21456259,95.60683417,187.870837,244.1329754,309.7007322,321.5962127,336.1675052,347.7347643
24.7912467,46.89311299,47.58608387,93.508351,121.5115252,154.1463552,160.0670547,167.3195774,173.0769124
13.53623959,25.60405373,25.98242195,51.05638528,66.34636566,84.16527095,87.39802516,91.35796663,94.50152233
6.535751388,12.36249762,12.54518651,24.65173867,32.03425505,40.63782137,42.19870374,44.11069657,45.6285109
23.93926483,45.28157314,45.95072922,90.29482083,117.3356313,148.8489249,154.5661523,161.5694332,167.1289101
8.031559547,15.1918471,15.41634718,30.29367173,39.36579159,49.9384176,51.85653214,54.20611421,56.07130391
2.565525964,4.852740984,4.924453182,9.676726034,12.57463881,15.95185919,16.56456368,17.31509211,17.9108908
6.209543139,11.74546853,11.91903918,23.42133683,30.43538177,38.60953238,40.09250899,41.90907165,43.35112981
15.69352933,29.68460816,30.12327747,59.19331396,76.92008025,97.5788098,101.3267726,105.9178156,109.5623642
14.28184876,27.01438761,27.41359727,53.8686958,70.00088568,88.80129983,92.21212205,96.39018678,99.70689721
13.15300291,24.87915428,25.24681018,49.61088192,64.46797388,81.78239208,84.92362087,88.77144887,91.82600452
2.220989709,4.201044128,4.263125765,8.377194088,10.88593286,13.80961081,14.34003241,14.98976893,15.50555508
7.884568294,14.91381036,15.13420171,29.73924582,38.64533039,49.0244593,50.90746906,53.21404976,55.04510331
9.817760909,18.57048083,18.84490924,37.03091839,48.12065795,61.04461298,63.38931202,66.26143602,68.54143986
3.374643352,6.383201859,6.4775307,12.72857872,16.54043727,20.98276779,21.78870746,22.77593808,23.55964018
10.45994869,19.78519119,20.07757019,39.45314109,51.2682696,65.03759112,67.53565883,70.59565082,73.02479158
6.420526905,12.14454833,12.32401644,24.21713159,31.46949513,39.92138164,41.45474585,43.33303048,44.82408594
6.739406406,12.74771495,12.93609645,25.41989064,33.03244737,41.90410213,43.51362184,45.48519266,47.05030232
58.73409936,111.0966621,112.7384118,221.5349977,287.8786244,365.1953228,379.2223283,396.4046184,410.0445892
8.918669121,16.86983168,17.11912846,33.63969763,43.71386003,55.45426395,57.58423992,60.1933403,62.26454574
14.17316922,26.8088182,27.20499003,53.45877512,69.46820506,88.12555507,91.5104222,95.65669342,98.94816492
8.535799857,16.14562721,16.38422193,32.19558012,41.83726912,53.07366961,55.11220791,57.6093023,59.59159303
23.34536926,44.15820842,44.81076379,88.05474812,114.4247186,145.1562169,150.7316088,157.5611492,162.9827043
29.19562947,55.22408648,56.04016973,110.1209311,143.0991152,181.5318094,188.5043732,197.0453703,203.8255464
13.08145143,24.74381331,25.10946918,49.34100197,64.11727233,81.33750122,84.46164193,88.288538,91.32647707
6.523886206,12.3400544,12.52241164,24.60698523,31.97609919,40.56404635,42.12209506,44.0306168,45.54567566
15.7039343,29.70428937,30.14324951,59.23255974,76.97107906,97.64350555,101.3939533,105.9880402,109.6350052
17.14628018,32.43251392,32.91179086,64.67284219,84.04057617,106.6116854,110.7065974,115.7226334,119.7045581
5.244387394,9.919858152,10.06645053,19.78093411,25.70477875,32.60841263,33.86088864,35.39510108,36.61301864
13.64238995,25.80483915,26.18617451,51.45676632,66.86664979,84.82528983,88.0833951,92.07439019,95.24259746
6.379153123,12.06628903,12.24460065,24.06107674,31.26670615,39.66412883,41.18761207,43.05379306,44.53524018
10.78844237,20.40654321,20.70810435,40.69216318,52.87834466,67.08009039,69.65660969,72.81270042,75.31812811
9.353469816,17.69226543,17.95371587,35.27969164,45.84498705,58.15775616,60.39157219,63.12787076,65.30005108
12.65547661,23.93807387,24.29182279,47.73429767,62.02940436,78.68888631,81.71129479,85.41357461,88.35258846
3.352755324,6.341800239,6.435517261,12.64602081,16.43315555,20.84667299,21.64738532,22.62821273,23.40683171
7.31021069,13.82740207,14.03173883,27.57286697,35.83018077,45.45323384,47.19907427,49.33763028,51.03529929
5.324746396,10.07185873,10.22069732,20.08403454,26.09864942,33.1080667,34.37973422,35.93745518,37.17403472
10.2910297,19.46567771,19.75333505,38.81600748,50.44033203,63.98729108,66.4450172,69.455593,71.84550526
30.25160416,57.22148262,58.06708273,114.1038874,148.2748572,188.0976208,195.3223747,204.1722906,211.1976984
11.77838858,22.27904522,22.60827757,44.42607129,57.73045536,73.23535161,76.04829201,79.49398526,82.2293107
9.778684227,18.49656655,18.76990268,36.88352782,47.92912796,60.80164303,63.13700968,65.99770205,68.26863101
0.905610559,1.712979537,1.738293381,3.415808454,4.438748954,5.630881279,5.847161165,6.112091819,6.322404086
29.08366884,55.01231082,55.82526452,109.6986347,142.5503527,180.8356635,187.7814886,196.2897324,203.0439076
5.596705516,10.58627456,10.74271501,21.10981792,27.43162665,34.79904689,36.13566428,37.77294516,39.07268246
13.74564093,26.00014034,26.3843618,51.8462114,67.37272294,85.46728106,88.75004495,92.77124547,95.96343097
10.88454374,20.58832078,20.89256816,41.05464114,53.34937478,67.67762693,70.27709736,73.46130195,75.98904751
24.4158609,46.18306364,46.86554165,92.09245986,119.6716137,151.8122913,157.6433404,164.7860464,170.4562045
13.13381091,24.84285225,25.20997169,49.53849298,64.37390644,81.66306057,84.79970589,88.64191939,91.69201804
7.715826543,14.59463214,14.81030678,29.10278073,37.81826155,47.97526131,49.81797181,52.07518817,53.86705439
5.385824668,10.18738944,10.3379353,20.31441136,26.39801774,33.48783755,34.77409193,36.34968095,37.60044485
11.13520773,21.06245647,21.37371047,42.00010294,54.57797634,69.23619886,71.89553341,75.15306817,77.73902607
46.2280949,87.44131764,88.73349646,174.3644834,226.5818411,287.4358205,298.4761147,311.9998522,322.7355214
4.540920691,8.589237549,8.716166455,17.12757777,22.25681531,28.23441605,29.31888861,30.64730631,31.70185598
9.123016237,17.25635812,17.51136686,34.41046007,44.71544458,56.72484801,58.90362661,61.57250745,63.69116894
10.7266515,20.28966461,20.58949855,40.45909857,52.57548362,66.69588877,69.25765103,72.39566524,74.88674308
27.97274893,52.91098476,53.69288575,105.5084344,137.1053029,173.9282152,180.608728,188.7919792,195.2881626
35.49152098,67.13288459,68.12495211,133.8679592,173.9577239,220.6782363,229.1543987,239.5372192,247.7795063
5.147747638,9.737062221,9.880953299,19.41642544,25.23110978,32.00752852,33.23692482,34.74286591,35.93834056
15.10490747,28.57121876,28.99343476,56.97313277,74.03501597,93.91889241,97.5262793,101.9451247,105.4529761
6.740086954,12.74900222,12.93740275,25.42245755,33.035783,41.90833362,43.51801586,45.48978577,47.05505348
16.58259457,31.36629192,31.82981258,62.54671629,81.27773417,103.106816,107.0671074,111.9182408,115.7692593
6.76017142,12.78699236,12.9759543,25.49821272,33.13422476,42.03321428,43.64769313,45.62533862,47.1952706
4.398114397,8.319116738,8.442053888,16.58893681,21.55686622,27.34647887,28.39684612,29.68348674,30.70487214
20.29220106,38.3830829,38.95029538,76.53871879,99.45995582,126.1723087,131.0185364,136.9548917,141.6674017
7.327323698,13.85977165,14.06458676,27.63741431,35.91405827,45.55963865,47.30956604,49.45312836,51.15477156
10.98623676,20.78067506,21.08776499,41.43820987,53.84781177,68.30993111,70.93368809,74.14764233,76.69900432
10.53677285,19.93050554,20.22503195,39.7429087,51.64481462,65.51526632,68.03168136,71.11414776,73.56112959
24.18764731,45.75139331,46.42749223,91.23167714,118.5530503,150.3933109,156.1698575,163.2458011,168.8629606
34.09996365,64.50072753,65.45389791,128.6192425,167.1371611,212.0258482,220.1696757,230.1454049,238.0645271
24.44895767,46.2456668,46.92906994,92.21729521,119.8338338,152.0180795,157.8570328,165.0094211,170.6872654
28.50440521,53.9166227,54.71338468,107.5137512,139.7111568,177.2339336,184.0414177,192.3802015,198.9998528
7.933216011,15.00582844,15.2275796,29.9227367,38.88377173,49.32693978,51.22156769,53.54237998,55.38473111
12.15713813,22.99545719,23.33527643,45.85464998,59.58685399,75.59033055,78.49372474,82.05021879,84.87350221
5.573923334,10.54318163,10.69898527,21.02388742,27.31996233,34.65739244,35.98856895,37.61918505,38.91363158
19.93008334,37.69813037,38.25522084,75.17287256,97.68507628,123.9207428,128.6804887,134.5109088,139.1393232
14.2587913,26.97077398,27.36933914,53.78172699,69.88787211,88.65793376,92.06324934,96.23456875,99.54592449
4.20908081,7.961556125,8.079209363,15.87593438,20.63033922,26.17111085,27.17633269,28.40767272,29.38515837
2.702986987,5.112751116,5.188305657,10.19520555,13.24838866,16.80656069,17.45209393,18.24283571,18.87055732
3.461103885,6.546743595,6.643489202,13.05469309,16.96421391,21.52035979,22.34694816,23.35947226,24.16325331
7.566654449,14.3124703,14.52397524,28.54012906,37.0871112,47.04774304,48.85482792,51.06840494,52.82562854
3.981090261,7.530307681,7.641588072,15.01599295,19.51286902,24.75351727,25.70428991,26.86893275,27.79347157
11.23129568,21.24420864,21.55814851,42.36253027,55.04894066,69.83365193,72.51593441,75.80157909,78.40985174
14.13297584,26.73279165,27.12783999,53.30717255,69.27120169,87.87564173,91.25090979,95.38542269,98.66755998
27.35703577,51.74635165,52.51104208,103.1860695,134.0874537,170.0998503,176.6333172,184.6364453,190.98964
0.541251738,1.023787921,1.03891712,2.041509173,2.65288491,3.365380681,3.4946436,3.65298338,3.778679662
6.668569681,12.61372594,12.8001274,25.1527066,32.68524907,41.46365542,43.05625775,45.00710573,46.5557648
34.26609504,64.81496819,65.77278231,129.2458617,167.9514355,213.0588155,221.2423189,231.2666488,239.224352
14.23101318,26.91823115,27.31601985,53.67695268,69.75172078,88.48521573,91.88389728,96.04709039,99.35199514
8.887637793,16.81113533,17.05956472,33.52265275,43.56176344,55.26131818,57.38388318,59.98390554,62.04790449
17.9315216,33.91781295,34.41903915,67.63463879,87.88934923,111.4941386,115.7765837,121.0223372,125.1866205
1.610174374,3.045675346,3.090683327,6.073302904,7.892089756,10.01169945,10.3962448,10.86729115,11.24122608
12.42536247,23.50280861,23.85012532,46.8663464,60.9015256,77.2580887,80.22554082,83.8605022,86.74607605
9.559391075,18.08176939,18.34897579,36.05639147,46.85428708,59.43812789,61.72112248,64.51766201,66.73766396
5.552400745,10.50247124,10.65767328,20.94270789,27.21447176,34.52356986,35.84960629,37.47392609,38.76337438
12.23956519,23.15136953,23.4934928,46.16555077,59.990861,76.10284331,79.02592292,82.60653048,85.44895615
10.84912263,20.52132107,20.82457835,40.92103875,53.17576216,67.45738648,70.04839756,73.22223992,75.74175954
6.088372289,11.51627157,11.68645522,22.96430107,29.84147639,37.85611949,39.31015781,41.0912727,42.50519104
14.88408077,28.15352088,28.56956428,56.14021217,72.9526586,92.54584206,96.10049063,100.4547345,103.9113029
18.51066771,35.0132788,35.53069343,69.81907909,90.7279692,115.095138,119.5158959,124.931075,129.2298549
10.61497959,20.07843508,20.37514754,40.03789119,52.02813623,66.00153813,68.53663067,71.64197596,74.10711995
4.22410356,7.989971942,8.1080451,15.93259763,20.70397155,26.26451891,27.27332852,28.50906336,29.49003778
5.228823768,9.890419257,10.0365766,19.72223076,25.62849537,32.51164153,33.7604006,35.29006,36.50436318
48.88183619,92.4609196,93.82727643,184.3739427,239.5888575,303.9361826,315.6102491,329.9103219,341.2622763
3.519472369,6.657148689,6.755525826,13.27484905,17.25030051,21.8832818,22.72380986,23.75340929,24.5707454
24.3876016,46.12961063,46.81129873,91.98587058,119.5331039,151.6365814,157.4608815,164.5953204,170.2589158
2.569389798,4.8600495,4.931869701,9.691299759,12.59357696,15.97588364,16.5895109,17.34116967,17.93786567
49.17136002,93.00855941,94.38300908,185.4659771,241.0079262,305.7363762,317.4795874,331.8643585,343.2835498
10.27590146,19.43706236,19.72429683,38.75894633,50.36618264,63.8932271,66.34734026,69.35349039,71.73988938
14.47236823,27.37475879,27.7792939,54.58730271,70.93469556,89.98590671,93.4422292,97.6760292,101.0369845
7.698068402,14.56104228,14.77622054,29.03580006,37.731222,47.86484522,49.70331467,51.95533601,53.74307821
20.38944131,38.56701468,39.13694524,76.90549242,99.93656805,126.7769266,131.6463773,137.6111797,142.3462721
10.9846977,20.77776389,21.0848108,41.43240479,53.84026823,68.30036157,70.92375099,74.13725498,76.68825955
6.740247478,12.74930585,12.93771087,25.42306302,33.03656978,41.90933172,43.5190523,45.49086917,47.05617415
7.99124554,15.11559239,15.33896561,30.14161418,39.16819698,49.68775424,51.5962409,53.93402935,55.78985683
16.37694826,30.97730802,31.43508041,61.77105351,80.26978175,101.8281538,105.7393323,110.5303052,114.3335659
12.05739791,22.80679667,23.14382795,45.47844689,59.09798844,74.97016845,77.84974247,81.37705814,84.17717864
10.90177026,20.62090507,20.92563397,41.11961664,53.43380865,67.78473754,70.38832205,73.57756614,76.10931226
9.553706998,18.07101786,18.33806537,36.03495211,46.82642722,59.40278559,61.6844227,64.47929939,66.69798131
20.34230566,38.4778567,39.04646971,76.72770479,99.70553792,126.4838478,131.3420415,137.2930546,142.0172005
6.820272082,12.90067391,13.09131579,25.72490217,33.42880144,42.40690658,44.03573881,46.03096637,47.61485568
9.202225594,17.40618412,17.66340694,34.70922425,45.10368039,57.21735385,59.4150494,62.10710243,64.24415893
